record_id,product_id,company_name,vehicle_no,start_date,end_date,required_temp_range,qualified
TR0657,P0657,韵达快递,苏R64622,2025-11-12,2025-11-26,0-4℃,true
TR0658,P0658,京东物流,京P17995,2025-09-01,2025-09-26,2-8℃,true
TR0659,P0659,申通快递,闽L44894,2025-07-04,2025-07-28,5-15℃,true
TR0660,P0660,中通快递,沪H10105,2025-11-09,2025-11-27,0-4℃,true
TR0661,P0661,申通快递,闽Q46957,2025-07-07,2025-07-26,0-4℃,true
TR0662,P0662,中通快递,沪P94050,2025-09-01,2025-09-26,2-8℃,true
TR0663,P0663,顺丰冷链物流,鲁R57211,2025-11-17,2025-11-28,常温,true
TR0664,P0664,韵达快递,苏R27156,2025-09-08,2025-09-27,0-5℃,false
TR0665,P0665,百世快递,川J13598,2025-11-02,2025-11-27,常温,false
TR0666,P0666,百世快递,川O80527,2025-11-14,2025-11-27,0-5℃,true
TR0667,P0667,顺丰冷链物流,鲁L54329,2025-09-06,2025-09-26,2-8℃,false
TR0668,P0668,百世快递,川V46970,2025-11-01,2025-11-26,0-5℃,true
TR0669,P0669,京东物流,京W28035,2025-10-16,2025-10-28,5-15℃,true
TR0670,P0670,顺丰冷链物流,鲁H61671,2025-10-09,2025-10-26,0-5℃,true
TR0671,P0671,申通快递,闽R54795,2025-10-20,2025-10-27,常温,true
TR0672,P0672,申通快递,闽A97194,2025-08-08,2025-08-28,0-4℃,true
TR0673,P0673,申通快递,闽R95445,2025-07-12,2025-07-27,常温,true
TR0674,P0674,顺丰冷链物流,鲁D41008,2025-07-15,2025-07-28,5-15℃,true
TR0675,P0675,顺丰冷链物流,鲁R28498,2025-10-19,2025-10-27,0-4℃,true
TR0676,P0676,京东物流,京G70775,2025-11-05,2025-11-28,2-8℃,true
TR0677,P0677,圆通速递,浙X88322,2025-11-13,2025-11-28,2-8℃,true
TR0678,P0678,京东物流,京Q26787,2025-08-15,2025-08-28,2-8℃,true
TR0679,P0679,韵达快递,苏K46027,2025-08-01,2025-08-26,0-4℃,true
TR0680,P0680,百世快递,川K52644,2025-10-16,2025-10-28,常温,true
TR0681,P0681,顺丰冷链物流,鲁U64970,2025-09-19,2025-09-27,0-5℃,true
TR0682,P0682,韵达快递,苏X89187,2025-09-23,2025-09-28,常温,true
TR0683,P0683,申通快递,闽A33312,2025-10-01,2025-10-28,5-15℃,true
TR0684,P0684,韵达快递,苏P94909,2025-09-01,2025-09-27,常温,true
TR0685,P0685,圆通速递,浙J80278,2025-08-18,2025-08-27,0-5℃,true
TR0686,P0686,极兔速递,鄂U16996,2025-09-21,2025-09-26,5-15℃,true
TR0687,P0687,中通快递,沪J26457,2025-11-14,2025-11-27,5-15℃,true
TR0688,P0688,申通快递,闽K73909,2025-07-23,2025-07-28,常温,true
TR0689,P0689,韵达快递,苏A72937,2025-10-01,2025-10-27,2-8℃,true
TR0690,P0690,顺丰冷链物流,鲁V42618,2025-08-04,2025-08-28,0-5℃,true
TR0691,P0691,申通快递,闽K35940,2025-07-21,2025-07-28,5-15℃,true
TR0692,P0692,百世快递,川T52953,2025-09-13,2025-09-26,0-4℃,true
TR0693,P0693,申通快递,闽B32666,2025-08-11,2025-08-26,常温,true
TR0694,P0694,申通快递,闽I64427,2025-07-08,2025-07-28,0-5℃,true
TR0695,P0695,申通快递,闽H50819,2025-09-10,2025-09-26,0-5℃,true
TR0696,P0696,韵达快递,苏C54302,2025-10-19,2025-10-27,5-15℃,true
TR0697,P0697,申通快递,闽I92535,2025-09-06,2025-09-28,常温,true
TR0698,P0698,德邦物流,粤P44572,2025-09-25,2025-09-27,0-4℃,true
TR0699,P0699,百世快递,川D98420,2025-11-14,2025-11-27,常温,true
TR0700,P0700,极兔速递,鄂D30498,2025-10-24,2025-10-27,0-4℃,true
TR0701,P0701,韵达快递,苏B45435,2025-10-09,2025-10-28,常温,true
TR0702,P0702,百世快递,川N94664,2025-08-09,2025-08-27,常温,true
TR0703,P0703,韵达快递,苏R75657,2025-11-09,2025-11-28,0-5℃,true
TR0704,P0704,韵达快递,苏J96148,2025-07-18,2025-07-27,0-4℃,true
TR0705,P0705,极兔速递,鄂O32412,2025-10-21,2025-10-27,0-4℃,true
TR0706,P0706,中通快递,沪S27085,2025-09-19,2025-09-26,0-4℃,true
TR0707,P0707,极兔速递,鄂S17166,2025-10-11,2025-10-28,0-4℃,true
TR0708,P0708,顺丰冷链物流,鲁E76853,2025-08-22,2025-08-27,0-5℃,false
TR0709,P0709,百世快递,川J60165,2025-09-11,2025-09-28,5-15℃,false
TR0710,P0710,百世快递,川P20679,2025-09-09,2025-09-27,2-8℃,true
TR0711,P0711,圆通速递,浙X11246,2025-11-01,2025-11-27,5-15℃,true
TR0712,P0712,中通快递,沪J83476,2025-09-22,2025-09-26,2-8℃,true
TR0713,P0713,申通快递,闽Q25579,2025-07-07,2025-07-27,0-4℃,true
TR0714,P0714,顺丰冷链物流,鲁S78141,2025-11-11,2025-11-27,5-15℃,true
TR0715,P0715,圆通速递,浙Z38555,2025-09-22,2025-09-26,0-4℃,true
TR0716,P0716,顺丰冷链物流,鲁U94665,2025-08-03,2025-08-26,5-15℃,true
TR0717,P0717,中通快递,沪Y71714,2025-10-03,2025-10-27,2-8℃,true
TR0718,P0718,京东物流,京P74013,2025-07-14,2025-07-28,5-15℃,true
TR0719,P0719,顺丰冷链物流,鲁Z93660,2025-08-10,2025-08-28,常温,true
TR0720,P0720,德邦物流,粤X47476,2025-11-12,2025-11-27,0-4℃,true
TR0721,P0721,中通快递,沪O93136,2025-09-05,2025-09-28,2-8℃,true
TR0722,P0722,韵达快递,苏A75057,2025-08-01,2025-08-27,常温,true
TR0723,P0723,韵达快递,苏Q37815,2025-09-24,2025-09-26,5-15℃,true
TR0724,P0724,申通快递,闽U58693,2025-10-18,2025-10-26,常温,true
TR0725,P0725,顺丰冷链物流,鲁G45557,2025-10-14,2025-10-26,0-4℃,false
TR0726,P0726,申通快递,闽I96396,2025-08-17,2025-08-28,2-8℃,true
TR0727,P0727,圆通速递,浙X42488,2025-07-17,2025-07-28,5-15℃,true
TR0728,P0728,京东物流,京D38694,2025-09-18,2025-09-28,常温,true
TR0729,P0729,德邦物流,粤B74070,2025-09-16,2025-09-26,0-5℃,true
TR0730,P0730,中通快递,沪M37016,2025-10-06,2025-10-28,0-4℃,true
TR0731,P0731,极兔速递,鄂W91504,2025-08-25,2025-08-28,0-4℃,true
TR0732,P0732,顺丰冷链物流,鲁M63888,2025-08-06,2025-08-28,0-4℃,true
TR0733,P0733,中通快递,沪Q38163,2025-09-23,2025-09-28,0-4℃,true
TR0734,P0734,德邦物流,粤D34641,2025-11-25,2025-11-27,5-15℃,true
TR0735,P0735,百世快递,川O89201,2025-10-19,2025-10-26,5-15℃,true
TR0736,P0736,顺丰冷链物流,鲁K88500,2025-11-20,2025-11-28,2-8℃,true
TR0737,P0737,京东物流,京U63930,2025-07-08,2025-07-27,2-8℃,true
TR0738,P0738,顺丰冷链物流,鲁M68316,2025-11-13,2025-11-28,5-15℃,true
TR0739,P0739,顺丰冷链物流,鲁X91070,2025-10-11,2025-10-26,2-8℃,true
TR0740,P0740,百世快递,川M26161,2025-09-13,2025-09-26,0-4℃,false
TR0741,P0741,京东物流,京F42119,2025-09-19,2025-09-26,2-8℃,true
TR0742,P0742,京东物流,京J76759,2025-07-04,2025-07-28,常温,true
TR0743,P0743,圆通速递,浙D18039,2025-10-21,2025-10-27,2-8℃,true
TR0744,P0744,京东物流,京W89038,2025-10-15,2025-10-26,5-15℃,true
TR0745,P0745,圆通速递,浙D36625,2025-08-08,2025-08-28,2-8℃,true
TR0746,P0746,圆通速递,浙T28084,2025-10-19,2025-10-27,2-8℃,true
TR0747,P0747,申通快递,闽N16280,2025-08-17,2025-08-28,5-15℃,true
TR0748,P0748,极兔速递,鄂W94662,2025-07-01,2025-07-28,0-5℃,true
TR0749,P0749,韵达快递,苏U39356,2025-07-10,2025-07-28,0-5℃,true
TR0750,P0750,京东物流,京Z99608,2025-11-03,2025-11-28,5-15℃,true
TR0751,P0751,极兔速递,鄂K84632,2025-10-11,2025-10-28,5-15℃,true
TR0752,P0752,顺丰冷链物流,鲁V38479,2025-07-04,2025-07-27,2-8℃,true
TR0753,P0753,德邦物流,粤Q37763,2025-07-22,2025-07-26,2-8℃,true
TR0754,P0754,顺丰冷链物流,鲁K39573,2025-08-05,2025-08-28,0-4℃,true
TR0755,P0755,顺丰冷链物流,鲁Y42261,2025-11-01,2025-11-26,2-8℃,true
TR0756,P0756,德邦物流,粤S89528,2025-07-12,2025-07-28,0-5℃,true
TR0757,P0757,京东物流,京V51050,2025-10-01,2025-10-27,5-15℃,true
TR0758,P0758,韵达快递,苏O89506,2025-11-14,2025-11-27,常温,true
TR0759,P0759,申通快递,闽P40313,2025-11-24,2025-11-26,2-8℃,true
TR0760,P0760,德邦物流,粤L18951,2025-11-13,2025-11-26,2-8℃,true
TR0761,P0761,顺丰冷链物流,鲁V70058,2025-11-05,2025-11-27,5-15℃,true
TR0762,P0762,百世快递,川J87379,2025-10-12,2025-10-27,5-15℃,true
TR0763,P0763,京东物流,京M43702,2025-08-12,2025-08-28,0-4℃,true
TR0764,P0764,顺丰冷链物流,鲁Z86274,2025-11-04,2025-11-26,0-4℃,true
TR0765,P0765,圆通速递,浙M14970,2025-09-25,2025-09-27,2-8℃,true
TR0766,P0766,极兔速递,鄂X38493,2025-09-20,2025-09-28,5-15℃,false
TR0767,P0767,顺丰冷链物流,鲁C11160,2025-11-20,2025-11-28,2-8℃,true
TR0768,P0768,中通快递,沪U99108,2025-08-16,2025-08-26,5-15℃,true
TR0769,P0769,极兔速递,鄂N59881,2025-08-08,2025-08-28,常温,true
TR0770,P0770,韵达快递,苏V45777,2025-10-22,2025-10-27,0-5℃,true
TR0771,P0771,德邦物流,粤G43445,2025-08-18,2025-08-27,0-5℃,true
TR0772,P0772,中通快递,沪Q61287,2025-11-01,2025-11-27,0-5℃,true
TR0773,P0773,韵达快递,苏P83700,2025-10-06,2025-10-28,0-5℃,true
TR0774,P0774,顺丰冷链物流,鲁T39971,2025-08-23,2025-08-28,5-15℃,true
TR0775,P0775,京东物流,京H85100,2025-09-17,2025-09-28,常温,true
TR0776,P0776,申通快递,闽E93623,2025-07-07,2025-07-27,常温,true
TR0777,P0777,顺丰冷链物流,鲁Y14457,2025-11-16,2025-11-26,2-8℃,false
TR0778,P0778,申通快递,闽N74059,2025-08-22,2025-08-27,5-15℃,true
TR0779,P0779,百世快递,川X23829,2025-08-21,2025-08-27,0-5℃,true
TR0780,P0780,韵达快递,苏S79732,2025-08-16,2025-08-28,0-5℃,true
TR0781,P0781,圆通速递,浙R44860,2025-08-21,2025-08-26,2-8℃,true
TR0782,P0782,申通快递,闽U35147,2025-11-25,2025-11-26,0-4℃,true
TR0783,P0783,中通快递,沪S55368,2025-09-15,2025-09-28,0-4℃,true
TR0784,P0784,德邦物流,粤C59190,2025-09-14,2025-09-27,5-15℃,true
TR0785,P0785,申通快递,闽Z15202,2025-10-20,2025-10-26,0-5℃,true
TR0786,P0786,韵达快递,苏G69489,2025-09-10,2025-09-28,2-8℃,true
TR0787,P0787,申通快递,闽Z84560,2025-09-06,2025-09-28,5-15℃,true
TR0788,P0788,申通快递,闽G65596,2025-11-19,2025-11-28,5-15℃,true
TR0789,P0789,极兔速递,鄂I60663,2025-07-19,2025-07-27,0-5℃,true
TR0790,P0790,百世快递,川D80055,2025-07-20,2025-07-27,2-8℃,true
TR0791,P0791,中通快递,沪L71981,2025-11-23,2025-11-28,2-8℃,true
TR0792,P0792,中通快递,沪J32308,2025-09-05,2025-09-26,0-4℃,true
TR0793,P0793,圆通速递,浙J93256,2025-11-19,2025-11-26,0-4℃,true
TR0794,P0794,德邦物流,粤F75656,2025-07-05,2025-07-26,0-5℃,true
TR0795,P0795,百世快递,川V44223,2025-11-22,2025-11-28,0-5℃,true
TR0796,P0796,顺丰冷链物流,鲁D17368,2025-07-19,2025-07-26,0-4℃,true
TR0797,P0797,德邦物流,粤E44010,2025-10-17,2025-10-26,常温,true
TR0798,P0798,德邦物流,粤E81220,2025-08-07,2025-08-28,2-8℃,true
TR0799,P0799,极兔速递,鄂A36462,2025-08-06,2025-08-27,常温,true
TR0800,P0800,极兔速递,鄂A96506,2025-10-14,2025-10-26,0-5℃,true
TR0801,P0801,极兔速递,鄂J12604,2025-11-16,2025-11-28,2-8℃,true
TR0802,P0802,极兔速递,鄂V60151,2025-07-01,2025-07-26,0-4℃,true
TR0803,P0803,顺丰冷链物流,鲁R69264,2025-07-19,2025-07-27,2-8℃,true
TR0804,P0804,圆通速递,浙F60654,2025-11-24,2025-11-28,0-4℃,true
TR0805,P0805,百世快递,川R82970,2025-09-23,2025-09-27,0-5℃,true
TR0806,P0806,顺丰冷链物流,鲁B63399,2025-10-15,2025-10-26,2-8℃,true
TR0807,P0807,京东物流,京X44283,2025-07-17,2025-07-27,0-4℃,true
TR0808,P0808,百世快递,川S58333,2025-07-04,2025-07-27,5-15℃,true
TR0809,P0809,申通快递,闽F61351,2025-08-06,2025-08-27,2-8℃,true
TR0810,P0810,德邦物流,粤F32768,2025-10-17,2025-10-28,0-4℃,true
TR0811,P0811,中通快递,沪Y72751,2025-07-23,2025-07-27,2-8℃,true
TR0812,P0812,中通快递,沪Y12295,2025-08-21,2025-08-28,2-8℃,true
TR0813,P0813,申通快递,闽T87794,2025-07-19,2025-07-26,2-8℃,false
TR0814,P0814,韵达快递,苏F91333,2025-09-18,2025-09-28,5-15℃,true
TR0815,P0815,德邦物流,粤L94232,2025-11-02,2025-11-27,0-5℃,true
TR0816,P0816,德邦物流,粤Q75270,2025-09-05,2025-09-27,0-5℃,true
TR0817,P0817,申通快递,闽C19176,2025-08-01,2025-08-28,0-5℃,true
TR0818,P0818,极兔速递,鄂K87974,2025-10-21,2025-10-28,0-4℃,true
TR0819,P0819,申通快递,闽L29191,2025-09-08,2025-09-28,常温,true
TR0820,P0820,极兔速递,鄂Q18984,2025-08-23,2025-08-26,0-4℃,true
TR0821,P0821,顺丰冷链物流,鲁N43474,2025-09-22,2025-09-28,0-4℃,true
TR0822,P0822,顺丰冷链物流,鲁A47511,2025-08-03,2025-08-27,0-4℃,true
TR0823,P0823,百世快递,川P25462,2025-11-19,2025-11-27,5-15℃,true
TR0824,P0824,圆通速递,浙Q74608,2025-11-21,2025-11-26,5-15℃,true
TR0825,P0825,中通快递,沪C47328,2025-09-15,2025-09-28,0-4℃,true
TR0826,P0826,圆通速递,浙N44130,2025-08-14,2025-08-26,2-8℃,true
TR0827,P0827,申通快递,闽V87602,2025-07-15,2025-07-28,2-8℃,true
TR0828,P0828,圆通速递,浙W91518,2025-07-05,2025-07-27,0-5℃,false
TR0829,P0829,圆通速递,浙Y80348,2025-08-08,2025-08-27,5-15℃,true
TR0830,P0830,韵达快递,苏T41133,2025-07-06,2025-07-26,5-15℃,true
TR0831,P0831,中通快递,沪E66443,2025-08-05,2025-08-26,2-8℃,true
TR0832,P0832,德邦物流,粤F70194,2025-11-12,2025-11-27,常温,true
TR0833,P0833,韵达快递,苏K92752,2025-07-16,2025-07-26,0-5℃,true
TR0834,P0834,极兔速递,鄂M27205,2025-11-04,2025-11-26,5-15℃,true
TR0835,P0835,京东物流,京N14966,2025-11-16,2025-11-28,2-8℃,true
TR0836,P0836,中通快递,沪N42280,2025-08-05,2025-08-28,0-5℃,true
TR0837,P0837,韵达快递,苏J85993,2025-07-06,2025-07-28,2-8℃,true
TR0838,P0838,韵达快递,苏S96993,2025-11-14,2025-11-26,0-4℃,true
TR0839,P0839,圆通速递,浙Y83932,2025-09-18,2025-09-28,0-5℃,true
TR0840,P0840,百世快递,川O57169,2025-10-05,2025-10-26,5-15℃,true
TR0841,P0841,德邦物流,粤M23340,2025-11-13,2025-11-28,常温,true
TR0842,P0842,德邦物流,粤L25505,2025-11-14,2025-11-26,2-8℃,true
TR0843,P0843,韵达快递,苏X13535,2025-11-17,2025-11-26,5-15℃,true
TR0844,P0844,京东物流,京Z31246,2025-08-13,2025-08-27,0-5℃,true
TR0845,P0845,京东物流,京N34836,2025-09-22,2025-09-28,0-5℃,true
TR0846,P0846,百世快递,川D75911,2025-09-05,2025-09-27,0-4℃,true
TR0847,P0847,顺丰冷链物流,鲁Y40425,2025-09-16,2025-09-27,0-4℃,true
TR0848,P0848,申通快递,闽G28992,2025-09-14,2025-09-27,5-15℃,true
TR0849,P0849,德邦物流,粤B37858,2025-09-17,2025-09-26,0-4℃,true
TR0850,P0850,极兔速递,鄂G24262,2025-08-17,2025-08-28,常温,true
TR0851,P0851,韵达快递,苏G41867,2025-10-02,2025-10-26,5-15℃,true
TR0852,P0852,百世快递,川Y19506,2025-08-22,2025-08-26,2-8℃,true
TR0853,P0853,顺丰冷链物流,鲁W89252,2025-10-25,2025-10-28,2-8℃,true
TR0854,P0854,申通快递,闽P87929,2025-09-05,2025-09-28,5-15℃,true
TR0855,P0855,中通快递,沪W52184,2025-09-16,2025-09-26,0-5℃,true
TR0856,P0856,顺丰冷链物流,鲁T78701,2025-08-25,2025-08-26,2-8℃,true
TR0857,P0857,京东物流,京S28607,2025-09-13,2025-09-26,常温,true
TR0858,P0858,极兔速递,鄂X73309,2025-10-16,2025-10-28,常温,true
TR0859,P0859,顺丰冷链物流,鲁R37456,2025-08-03,2025-08-27,5-15℃,true
TR0860,P0860,圆通速递,浙Q95497,2025-09-05,2025-09-27,2-8℃,false
TR0861,P0861,申通快递,闽G38816,2025-11-13,2025-11-28,5-15℃,true
TR0862,P0862,申通快递,闽H53968,2025-10-12,2025-10-26,5-15℃,true
TR0863,P0863,申通快递,闽B47124,2025-09-04,2025-09-27,5-15℃,true
TR0864,P0864,圆通速递,浙R19107,2025-09-14,2025-09-26,5-15℃,true
TR0865,P0865,韵达快递,苏N24050,2025-11-15,2025-11-27,常温,true
TR0866,P0866,申通快递,闽R63546,2025-11-15,2025-11-27,2-8℃,true
TR0867,P0867,韵达快递,苏O23274,2025-07-21,2025-07-28,2-8℃,true
TR0868,P0868,韵达快递,苏D99929,2025-09-08,2025-09-26,2-8℃,true
TR0869,P0869,德邦物流,粤C34304,2025-08-07,2025-08-28,常温,true
TR0870,P0870,百世快递,川X91672,2025-11-09,2025-11-28,0-4℃,true
TR0871,P0871,百世快递,川E33883,2025-10-01,2025-10-26,常温,true
TR0872,P0872,圆通速递,浙T69595,2025-10-20,2025-10-28,常温,true
TR0873,P0873,极兔速递,鄂D10947,2025-08-16,2025-08-28,0-5℃,true
TR0874,P0874,德邦物流,粤N30541,2025-10-06,2025-10-27,2-8℃,true
TR0875,P0875,韵达快递,苏T75643,2025-10-05,2025-10-27,0-4℃,true
TR0876,P0876,中通快递,沪O98441,2025-09-16,2025-09-27,5-15℃,true
TR0877,P0877,百世快递,川G18267,2025-09-23,2025-09-28,常温,true
TR0878,P0878,中通快递,沪N22793,2025-11-20,2025-11-26,2-8℃,true
TR0879,P0879,百世快递,川N82318,2025-08-12,2025-08-27,5-15℃,true
TR0880,P0880,韵达快递,苏R71527,2025-08-10,2025-08-26,0-5℃,true
TR0881,P0881,京东物流,京A37573,2025-11-19,2025-11-28,0-4℃,true
TR0882,P0882,京东物流,京L16679,2025-10-05,2025-10-26,2-8℃,true
TR0883,P0883,百世快递,川E47463,2025-08-10,2025-08-28,2-8℃,true
TR0884,P0884,中通快递,沪Z20153,2025-10-22,2025-10-27,5-15℃,true
TR0885,P0885,顺丰冷链物流,鲁Z15113,2025-10-23,2025-10-27,2-8℃,true
TR0886,P0886,圆通速递,浙B37837,2025-08-20,2025-08-28,5-15℃,true
TR0887,P0887,百世快递,川F79209,2025-09-12,2025-09-28,常温,true
TR0888,P0888,百世快递,川E84288,2025-09-15,2025-09-27,0-5℃,true
TR0889,P0889,圆通速递,浙N70336,2025-09-25,2025-09-27,0-5℃,true
TR0890,P0890,极兔速递,鄂Z90400,2025-09-12,2025-09-27,5-15℃,true
TR0891,P0891,韵达快递,苏G53327,2025-11-19,2025-11-28,5-15℃,true
TR0892,P0892,京东物流,京H31045,2025-11-18,2025-11-26,5-15℃,true
TR0893,P0893,德邦物流,粤D29024,2025-07-03,2025-07-26,常温,true
TR0894,P0894,京东物流,京D63489,2025-07-16,2025-07-26,0-5℃,true
TR0895,P0895,德邦物流,粤W22186,2025-09-12,2025-09-28,5-15℃,true
TR0896,P0896,德邦物流,粤O44797,2025-09-01,2025-09-28,5-15℃,false
TR0897,P0897,圆通速递,浙K10620,2025-09-10,2025-09-28,5-15℃,false
TR0898,P0898,韵达快递,苏I70248,2025-10-21,2025-10-28,5-15℃,true
TR0899,P0899,极兔速递,鄂J56957,2025-11-16,2025-11-27,0-4℃,true
TR0900,P0900,顺丰冷链物流,鲁O53683,2025-07-03,2025-07-26,5-15℃,true
TR0901,P0901,韵达快递,苏W44882,2025-08-17,2025-08-28,0-5℃,true
TR0902,P0902,申通快递,闽P40671,2025-07-21,2025-07-28,常温,true
TR0903,P0903,百世快递,川B55369,2025-11-11,2025-11-27,0-4℃,true
TR0904,P0904,极兔速递,鄂U34626,2025-10-19,2025-10-26,0-5℃,true
TR0905,P0905,中通快递,沪D15019,2025-11-25,2025-11-27,常温,true
TR0906,P0906,圆通速递,浙E80379,2025-09-25,2025-09-26,5-15℃,true
TR0907,P0907,韵达快递,苏C83462,2025-11-02,2025-11-26,2-8℃,true
TR0908,P0908,申通快递,闽F51681,2025-07-08,2025-07-27,5-15℃,true
TR0909,P0909,顺丰冷链物流,鲁I34109,2025-09-25,2025-09-26,5-15℃,true
TR0910,P0910,申通快递,闽H34823,2025-07-12,2025-07-27,常温,true
TR0911,P0911,韵达快递,苏V14446,2025-09-20,2025-09-26,5-15℃,true
TR0912,P0912,韵达快递,苏Q25493,2025-09-11,2025-09-26,常温,true
TR0913,P0913,申通快递,闽D64277,2025-11-01,2025-11-26,0-4℃,true
TR0914,P0914,德邦物流,粤U23781,2025-09-08,2025-09-28,0-4℃,true
TR0915,P0915,韵达快递,苏A69406,2025-08-06,2025-08-28,0-4℃,true
TR0916,P0916,极兔速递,鄂A82168,2025-09-24,2025-09-28,常温,true
TR0917,P0917,德邦物流,粤B28231,2025-11-10,2025-11-27,5-15℃,true
TR0918,P0918,百世快递,川K81091,2025-10-20,2025-10-28,0-4℃,true
TR0919,P0919,德邦物流,粤K24590,2025-09-11,2025-09-27,2-8℃,true
TR0920,P0920,中通快递,沪C95132,2025-09-03,2025-09-28,常温,true
TR0921,P0921,圆通速递,浙D69749,2025-09-23,2025-09-27,0-4℃,true
TR0922,P0922,申通快递,闽F55835,2025-11-01,2025-11-27,5-15℃,true
TR0923,P0923,圆通速递,浙V31318,2025-11-15,2025-11-27,常温,true
TR0924,P0924,申通快递,闽T13924,2025-11-19,2025-11-28,0-5℃,true
TR0925,P0925,德邦物流,粤T94434,2025-07-15,2025-07-28,2-8℃,true
TR0926,P0926,申通快递,闽H23428,2025-10-25,2025-10-26,0-5℃,true
TR0927,P0927,德邦物流,粤S90224,2025-11-04,2025-11-26,常温,true
TR0928,P0928,极兔速递,鄂Y24112,2025-07-19,2025-07-28,0-5℃,true
TR0929,P0929,韵达快递,苏D97836,2025-11-09,2025-11-27,2-8℃,true
TR0930,P0930,顺丰冷链物流,鲁Q73429,2025-08-05,2025-08-27,5-15℃,true
TR0931,P0931,韵达快递,苏E27832,2025-11-19,2025-11-28,常温,true
TR0932,P0932,圆通速递,浙K54039,2025-07-22,2025-07-27,2-8℃,true
TR0933,P0933,极兔速递,鄂I80421,2025-07-09,2025-07-27,常温,true
TR0934,P0934,顺丰冷链物流,鲁R20564,2025-11-24,2025-11-28,0-4℃,true
TR0935,P0935,德邦物流,粤Y38579,2025-07-07,2025-07-28,0-4℃,true
TR0936,P0936,德邦物流,粤H18385,2025-07-02,2025-07-26,5-15℃,true
TR0937,P0937,顺丰冷链物流,鲁Y43112,2025-07-23,2025-07-27,0-5℃,true
TR0938,P0938,申通快递,闽Y73835,2025-11-22,2025-11-26,0-5℃,true
TR0939,P0939,德邦物流,粤C55157,2025-08-10,2025-08-28,5-15℃,true
TR0940,P0940,韵达快递,苏C61325,2025-08-22,2025-08-27,5-15℃,true
TR0941,P0941,圆通速递,浙S41714,2025-08-16,2025-08-28,常温,true
TR0942,P0942,德邦物流,粤K31938,2025-08-03,2025-08-28,5-15℃,true
TR0943,P0943,京东物流,京P64190,2025-08-11,2025-08-27,5-15℃,true
TR0944,P0944,申通快递,闽R31569,2025-09-20,2025-09-26,0-5℃,true
TR0945,P0945,顺丰冷链物流,鲁T16036,2025-10-17,2025-10-28,2-8℃,true
TR0946,P0946,圆通速递,浙K65407,2025-11-06,2025-11-26,5-15℃,true
TR0947,P0947,申通快递,闽N17426,2025-09-09,2025-09-27,5-15℃,true
TR0948,P0948,韵达快递,苏P16283,2025-08-03,2025-08-28,2-8℃,true
TR0949,P0949,百世快递,川Y85982,2025-11-15,2025-11-26,0-5℃,true
TR0950,P0950,极兔速递,鄂S66778,2025-10-14,2025-10-28,0-4℃,true
TR0951,P0951,申通快递,闽L90873,2025-07-25,2025-07-26,0-4℃,true
TR0952,P0952,申通快递,闽X92467,2025-08-12,2025-08-28,0-4℃,true
TR0953,P0953,韵达快递,苏X97901,2025-07-06,2025-07-27,5-15℃,true
TR0954,P0954,中通快递,沪X39016,2025-09-18,2025-09-28,0-5℃,true
TR0955,P0955,顺丰冷链物流,鲁S46175,2025-10-22,2025-10-27,5-15℃,true
TR0956,P0956,韵达快递,苏P96274,2025-07-25,2025-07-27,常温,true
TR0957,P0957,申通快递,闽C40113,2025-07-05,2025-07-27,常温,true
TR0958,P0958,百世快递,川K41844,2025-07-18,2025-07-27,2-8℃,true
TR0959,P0959,韵达快递,苏T56733,2025-11-02,2025-11-26,0-5℃,true
TR0960,P0960,百世快递,川O13600,2025-09-14,2025-09-28,2-8℃,true
TR0961,P0961,圆通速递,浙Q73914,2025-10-03,2025-10-27,常温,true
TR0962,P0962,中通快递,沪X77290,2025-09-11,2025-09-27,0-5℃,true
TR0963,P0963,百世快递,川S28475,2025-09-13,2025-09-28,0-4℃,true
TR0964,P0964,圆通速递,浙T77608,2025-11-23,2025-11-26,0-4℃,true
TR0965,P0965,百世快递,川P53457,2025-10-05,2025-10-27,5-15℃,true
TR0966,P0966,德邦物流,粤D45101,2025-08-09,2025-08-26,0-4℃,true
TR0967,P0967,顺丰冷链物流,鲁Q73381,2025-08-14,2025-08-27,2-8℃,true
TR0968,P0968,百世快递,川R14963,2025-09-13,2025-09-27,0-4℃,false
TR0969,P0969,京东物流,京Q21348,2025-09-01,2025-09-27,0-5℃,true
TR0970,P0970,顺丰冷链物流,鲁K62077,2025-11-13,2025-11-28,常温,true
TR0971,P0971,中通快递,沪K81846,2025-09-11,2025-09-27,0-5℃,true
TR0972,P0972,中通快递,沪J67918,2025-11-04,2025-11-26,5-15℃,true
TR0973,P0973,德邦物流,粤Q73860,2025-09-12,2025-09-27,2-8℃,true
TR0974,P0974,中通快递,沪L80077,2025-07-17,2025-07-26,5-15℃,true
TR0975,P0975,顺丰冷链物流,鲁X92876,2025-09-21,2025-09-26,常温,true
TR0976,P0976,极兔速递,鄂I56417,2025-09-09,2025-09-28,常温,true
TR0977,P0977,中通快递,沪Q79006,2025-11-25,2025-11-26,5-15℃,true
TR0978,P0978,极兔速递,鄂Z51087,2025-11-15,2025-11-28,0-5℃,true
TR0979,P0979,德邦物流,粤B52655,2025-11-23,2025-11-27,0-4℃,true
TR0980,P0980,顺丰冷链物流,鲁Y92228,2025-10-07,2025-10-28,0-4℃,true
TR0981,P0981,百世快递,川C50741,2025-07-08,2025-07-27,0-5℃,true
TR0982,P0982,中通快递,沪G48000,2025-08-02,2025-08-27,0-4℃,true
