record_id,product_id,factory_name,factory_location,process_date,process_steps,hygiene_score,qualified
PR0524,P0524,赣南脐橙加工中心,江西省赣州市,2025-10-28,切割-分级-冷藏,95,true
PR0525,P0525,廊坊蔬菜加工中心,河北省廊坊市,2025-11-20,清洗-烘干-分级-冷藏,99,true
PR0526,P0526,赣南脐橙加工中心,江西省赣州市,2025-10-24,打蜡-分级-切割-冷藏,90,true
PR0527,P0527,丹东草莓加工厂,辽宁省丹东市,2025-12-03,清洗-冷藏-分拣,97,true
PR0528,P0528,潍坊蔬菜加工厂,山东省潍坊市,2025-07-11,包装-切割-打蜡,99,true
PR0529,P0529,洛川果业加工中心,陕西省洛川县,2025-09-01,冷藏-分拣-清洗,100,true
PR0530,P0530,周口面粉加工厂,河南省周口市,2025-06-06,冷藏-烘干-包装,95,true
PR0531,P0531,赣南脐橙加工中心,江西省赣州市,2025-08-13,切割-冷藏,96,true
PR0532,P0532,洛川果业加工中心,陕西省洛川县,2025-07-04,切割-分级-冷藏-打蜡,95,true
PR0533,P0533,廊坊蔬菜加工中心,河北省廊坊市,2025-10-20,打蜡-切割-分拣-包装,99,true
PR0534,P0534,赣南脐橙加工中心,江西省赣州市,2025-10-19,包装-切割-烘干-分级,94,true
PR0535,P0535,洛川果业加工中心,陕西省洛川县,2025-06-08,切割-烘干-分级,90,true
PR0536,P0536,丹东草莓加工厂,辽宁省丹东市,2025-08-07,冷藏-分级,92,true
PR0537,P0537,潍坊蔬菜加工厂,山东省潍坊市,2025-11-28,分级-分拣-包装,100,true
PR0538,P0538,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-26,包装-打蜡-烘干,99,true
PR0539,P0539,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-09,烘干-分拣-分级,96,true
PR0540,P0540,丹东草莓加工厂,辽宁省丹东市,2025-09-15,分拣-冷藏,84,false
PR0541,P0541,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-20,打蜡-包装-冷藏-切割,90,true
PR0542,P0542,潍坊蔬菜加工厂,山东省潍坊市,2025-11-11,冷藏-清洗,90,true
PR0543,P0543,五常大米加工厂,黑龙江省五常市,2025-09-19,打蜡-分拣-切割,95,true
PR0544,P0544,寿光蔬菜加工厂,山东省寿光市,2025-08-14,包装-分拣-切割,92,true
PR0545,P0545,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-26,打蜡-包装-清洗-切割,99,true
PR0546,P0546,潍坊蔬菜加工厂,山东省潍坊市,2025-12-24,切割-打蜡,99,true
PR0547,P0547,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-21,切割-打蜡,94,true
PR0548,P0548,五常大米加工厂,黑龙江省五常市,2025-06-22,分级-烘干-分拣,100,true
PR0549,P0549,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-12-01,冷藏-烘干-包装,90,true
PR0550,P0550,廊坊蔬菜加工中心,河北省廊坊市,2025-10-09,烘干-切割-包装,91,true
PR0551,P0551,周口面粉加工厂,河南省周口市,2025-09-24,分拣-包装,100,true
PR0552,P0552,赣南脐橙加工中心,江西省赣州市,2025-06-17,分拣-清洗-包装,92,true
PR0553,P0553,廊坊蔬菜加工中心,河北省廊坊市,2025-07-07,清洗-分级,94,true
PR0554,P0554,丹东草莓加工厂,辽宁省丹东市,2025-06-24,烘干-分拣-冷藏,92,true
PR0555,P0555,丹东草莓加工厂,辽宁省丹东市,2025-11-22,清洗-包装,93,true
PR0556,P0556,周口面粉加工厂,河南省周口市,2025-09-05,烘干-切割-打蜡,93,true
PR0557,P0557,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-20,分级-分拣-烘干-清洗,91,true
PR0558,P0558,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-06-19,切割-烘干,91,true
PR0559,P0559,潍坊蔬菜加工厂,山东省潍坊市,2025-08-06,清洗-打蜡-烘干-分级,99,true
PR0560,P0560,洛川果业加工中心,陕西省洛川县,2025-10-24,分拣-打蜡-清洗-包装,95,true
PR0561,P0561,丹东草莓加工厂,辽宁省丹东市,2025-11-11,分级-清洗,96,true
PR0562,P0562,寿光蔬菜加工厂,山东省寿光市,2025-11-17,清洗-切割-烘干-包装,93,true
PR0563,P0563,丹东草莓加工厂,辽宁省丹东市,2025-07-07,切割-清洗,94,true
PR0564,P0564,周口面粉加工厂,河南省周口市,2025-09-12,分拣-打蜡-分级,91,true
PR0565,P0565,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-10,烘干-分拣-打蜡,92,true
PR0566,P0566,赣南脐橙加工中心,江西省赣州市,2025-12-06,分拣-打蜡-冷藏-切割,96,true
PR0567,P0567,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-04,包装-打蜡-分级,94,true
PR0568,P0568,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-02,包装-烘干-分拣,93,true
PR0569,P0569,潍坊蔬菜加工厂,山东省潍坊市,2025-12-02,分级-打蜡-冷藏,95,true
PR0570,P0570,丹东草莓加工厂,辽宁省丹东市,2025-08-10,分拣-分级-切割,91,true
PR0571,P0571,赣南脐橙加工中心,江西省赣州市,2025-08-22,打蜡-包装-清洗-分拣,96,true
PR0572,P0572,洛川果业加工中心,陕西省洛川县,2025-06-23,冷藏-分级,92,true
PR0573,P0573,寿光蔬菜加工厂,山东省寿光市,2025-06-07,包装-分拣-打蜡,95,true
PR0574,P0574,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-27,烘干-切割,97,true
PR0575,P0575,寿光蔬菜加工厂,山东省寿光市,2025-12-04,切割-打蜡-分拣,82,false
PR0576,P0576,赣南脐橙加工中心,江西省赣州市,2025-06-06,打蜡-分级-包装,96,true
PR0577,P0577,丹东草莓加工厂,辽宁省丹东市,2025-08-05,包装-冷藏-切割-打蜡,95,true
PR0578,P0578,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-28,切割-打蜡-清洗,100,true
PR0579,P0579,丹东草莓加工厂,辽宁省丹东市,2025-09-12,清洗-包装,98,true
PR0580,P0580,周口面粉加工厂,河南省周口市,2025-10-05,包装-烘干-切割,94,true
PR0581,P0581,丹东草莓加工厂,辽宁省丹东市,2025-11-24,清洗-包装,92,true
PR0582,P0582,廊坊蔬菜加工中心,河北省廊坊市,2025-07-26,分级-包装,95,true
PR0583,P0583,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-27,冷藏-分级-切割-分拣,92,true
PR0584,P0584,周口面粉加工厂,河南省周口市,2025-11-11,切割-烘干-包装-清洗,93,true
PR0585,P0585,丹东草莓加工厂,辽宁省丹东市,2025-08-18,冷藏-清洗-分级,94,true
PR0586,P0586,寿光蔬菜加工厂,山东省寿光市,2025-08-28,分级-分拣-打蜡-包装,99,true
PR0587,P0587,洛川果业加工中心,陕西省洛川县,2025-11-14,冷藏-包装-清洗-切割,99,true
PR0588,P0588,丹东草莓加工厂,辽宁省丹东市,2025-08-27,包装-分级-冷藏,90,true
PR0589,P0589,廊坊蔬菜加工中心,河北省廊坊市,2025-08-05,冷藏-包装,96,true
PR0590,P0590,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-16,烘干-清洗-打蜡-分级,95,true
PR0591,P0591,丹东草莓加工厂,辽宁省丹东市,2025-11-10,分拣-烘干-包装,100,true
PR0592,P0592,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-24,烘干-打蜡-切割-包装,98,true
PR0593,P0593,丹东草莓加工厂,辽宁省丹东市,2025-07-03,包装-打蜡-分拣-分级,96,true
PR0594,P0594,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-01,冷藏-分拣,98,true
PR0595,P0595,潍坊蔬菜加工厂,山东省潍坊市,2025-07-11,切割-分拣-烘干,97,true
PR0596,P0596,洛川果业加工中心,陕西省洛川县,2025-10-21,切割-清洗,100,true
PR0597,P0597,潍坊蔬菜加工厂,山东省潍坊市,2025-07-02,分拣-分级,91,true
PR0598,P0598,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-26,冷藏-烘干,90,true
PR0599,P0599,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-07,分拣-打蜡-冷藏,100,true
PR0600,P0600,周口面粉加工厂,河南省周口市,2025-07-01,烘干-冷藏-清洗,95,true
PR0601,P0601,寿光蔬菜加工厂,山东省寿光市,2025-10-11,包装-冷藏,94,true
PR0602,P0602,周口面粉加工厂,河南省周口市,2025-11-04,清洗-分拣-冷藏,93,true
PR0603,P0603,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-19,冷藏-切割-清洗-分级,96,true
PR0604,P0604,赣南脐橙加工中心,江西省赣州市,2025-08-05,切割-分拣-包装-分级,96,true
PR0605,P0605,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-21,打蜡-切割-分拣-烘干,91,true
PR0606,P0606,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-26,包装-烘干-清洗-冷藏,91,true
PR0607,P0607,潍坊蔬菜加工厂,山东省潍坊市,2025-08-23,分级-包装-冷藏,91,true
PR0608,P0608,周口面粉加工厂,河南省周口市,2025-06-09,清洗-分拣-包装,90,true
PR0609,P0609,丹东草莓加工厂,辽宁省丹东市,2025-08-04,烘干-分拣,92,true
PR0610,P0610,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-01,烘干-包装,91,true
PR0611,P0611,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-23,烘干-冷藏,93,true
PR0612,P0612,赣南脐橙加工中心,江西省赣州市,2025-09-24,烘干-分级-清洗-包装,92,true
PR0613,P0613,潍坊蔬菜加工厂,山东省潍坊市,2025-12-19,切割-包装,94,true
PR0614,P0614,赣南脐橙加工中心,江西省赣州市,2025-06-20,分拣-打蜡,90,true
PR0615,P0615,丹东草莓加工厂,辽宁省丹东市,2025-07-16,清洗-分拣-切割-烘干,94,true
PR0616,P0616,潍坊蔬菜加工厂,山东省潍坊市,2025-07-04,烘干-分级-清洗,94,true
PR0617,P0617,周口面粉加工厂,河南省周口市,2025-12-17,清洗-冷藏,99,true
PR0618,P0618,周口面粉加工厂,河南省周口市,2025-08-18,打蜡-切割-冷藏-烘干,97,true
PR0619,P0619,五常大米加工厂,黑龙江省五常市,2025-09-17,包装-烘干-分级-冷藏,92,true
PR0620,P0620,廊坊蔬菜加工中心,河北省廊坊市,2025-06-05,分拣-打蜡-冷藏,99,true
PR0621,P0621,寿光蔬菜加工厂,山东省寿光市,2025-08-24,打蜡-切割-分级-清洗,91,true
PR0622,P0622,廊坊蔬菜加工中心,河北省廊坊市,2025-12-03,冷藏-烘干-分级-分拣,91,true
PR0623,P0623,赣南脐橙加工中心,江西省赣州市,2025-07-19,包装-切割,90,true
PR0624,P0624,丹东草莓加工厂,辽宁省丹东市,2025-06-09,清洗-分级-切割,99,true
PR0625,P0625,潍坊蔬菜加工厂,山东省潍坊市,2025-11-21,包装-清洗-烘干,100,true
PR0626,P0626,廊坊蔬菜加工中心,河北省廊坊市,2025-10-16,打蜡-包装-清洗-烘干,96,true
PR0627,P0627,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-22,清洗-冷藏-包装,93,true
PR0628,P0628,潍坊蔬菜加工厂,山东省潍坊市,2025-08-20,冷藏-烘干,90,true
PR0629,P0629,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-04,清洗-切割-冷藏-分拣,100,true
PR0630,P0630,周口面粉加工厂,河南省周口市,2025-08-17,分拣-烘干-清洗-切割,90,true
PR0631,P0631,五常大米加工厂,黑龙江省五常市,2025-12-05,包装-分级,90,true
PR0632,P0632,周口面粉加工厂,河南省周口市,2025-10-27,打蜡-烘干,99,true
PR0633,P0633,五常大米加工厂,黑龙江省五常市,2025-06-11,清洗-分级-打蜡,100,true
PR0634,P0634,丹东草莓加工厂,辽宁省丹东市,2025-08-07,冷藏-包装-分级-切割,94,true
PR0635,P0635,廊坊蔬菜加工中心,河北省廊坊市,2025-10-28,包装-分级-冷藏,93,true
PR0636,P0636,洛川果业加工中心,陕西省洛川县,2025-09-24,分级-清洗-包装-分拣,90,true
PR0637,P0637,洛川果业加工中心,陕西省洛川县,2025-10-07,打蜡-包装,97,true
PR0638,P0638,赣南脐橙加工中心,江西省赣州市,2025-07-25,清洗-打蜡,91,true
PR0639,P0639,廊坊蔬菜加工中心,河北省廊坊市,2025-11-22,分级-包装,100,true
PR0640,P0640,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-04,包装-分拣,97,true
PR0641,P0641,洛川果业加工中心,陕西省洛川县,2025-12-07,烘干-分级-分拣,90,true
PR0642,P0642,周口面粉加工厂,河南省周口市,2025-08-13,清洗-冷藏-烘干-包装,100,true
PR0643,P0643,赣南脐橙加工中心,江西省赣州市,2025-08-16,冷藏-打蜡-包装,97,true
PR0644,P0644,潍坊蔬菜加工厂,山东省潍坊市,2025-07-23,烘干-切割,96,true
PR0645,P0645,周口面粉加工厂,河南省周口市,2025-06-06,清洗-分拣-分级-打蜡,91,true
PR0646,P0646,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-04,打蜡-烘干-分拣-包装,96,true
PR0647,P0647,赣南脐橙加工中心,江西省赣州市,2025-08-06,切割-打蜡-包装-分拣,92,true
PR0648,P0648,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-11,冷藏-烘干-切割,91,true
PR0649,P0649,廊坊蔬菜加工中心,河北省廊坊市,2025-11-21,烘干-冷藏-切割,92,true
PR0650,P0650,洛川果业加工中心,陕西省洛川县,2025-12-25,包装-烘干,99,true
PR0651,P0651,潍坊蔬菜加工厂,山东省潍坊市,2025-08-01,分级-清洗-分拣-冷藏,96,true
PR0652,P0652,周口面粉加工厂,河南省周口市,2025-07-21,冷藏-烘干,95,true
PR0653,P0653,寿光蔬菜加工厂,山东省寿光市,2025-09-14,清洗-切割-冷藏-烘干,94,true
PR0654,P0654,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-04,冷藏-分级,96,true
PR0655,P0655,廊坊蔬菜加工中心,河北省廊坊市,2025-06-14,打蜡-清洗,100,true
PR0656,P0656,五常大米加工厂,黑龙江省五常市,2025-08-05,分级-冷藏,100,true
PR0657,P0657,赣南脐橙加工中心,江西省赣州市,2025-09-06,打蜡-冷藏,90,true
PR0658,P0658,寿光蔬菜加工厂,山东省寿光市,2025-08-21,打蜡-分拣-分级,99,true
PR0659,P0659,周口面粉加工厂,河南省周口市,2025-10-20,分级-分拣-切割-包装,88,false
PR0660,P0660,五常大米加工厂,黑龙江省五常市,2025-07-16,分拣-烘干-冷藏,100,true
PR0661,P0661,廊坊蔬菜加工中心,河北省廊坊市,2025-07-08,切割-冷藏-烘干,97,true
PR0662,P0662,洛川果业加工中心,陕西省洛川县,2025-09-10,冷藏-烘干,98,true
PR0663,P0663,丹东草莓加工厂,辽宁省丹东市,2025-06-23,包装-清洗,91,true
PR0664,P0664,丹东草莓加工厂,辽宁省丹东市,2025-12-24,包装-冷藏-分级-打蜡,100,true
PR0665,P0665,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-13,打蜡-分拣-烘干,96,true
PR0666,P0666,潍坊蔬菜加工厂,山东省潍坊市,2025-07-08,分拣-冷藏,91,true
PR0667,P0667,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-24,包装-分级-烘干-打蜡,98,true
PR0668,P0668,寿光蔬菜加工厂,山东省寿光市,2025-06-02,烘干-清洗,90,true
PR0669,P0669,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-27,分拣-烘干-切割,97,true
PR0670,P0670,五常大米加工厂,黑龙江省五常市,2025-09-15,打蜡-烘干-分级,97,true
PR0671,P0671,寿光蔬菜加工厂,山东省寿光市,2025-10-10,包装-分级,96,true
PR0672,P0672,丹东草莓加工厂,辽宁省丹东市,2025-07-01,分拣-包装-冷藏-切割,95,true
PR0673,P0673,赣南脐橙加工中心,江西省赣州市,2025-11-20,分级-包装,89,false
PR0674,P0674,洛川果业加工中心,陕西省洛川县,2025-06-13,分级-分拣-包装,93,true
PR0675,P0675,赣南脐橙加工中心,江西省赣州市,2025-09-16,清洗-切割,93,true
PR0676,P0676,潍坊蔬菜加工厂,山东省潍坊市,2025-10-14,分级-切割-冷藏,92,true
PR0677,P0677,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-15,打蜡-烘干-切割,94,true
PR0678,P0678,廊坊蔬菜加工中心,河北省廊坊市,2025-07-17,打蜡-清洗,100,true
PR0679,P0679,赣南脐橙加工中心,江西省赣州市,2025-07-28,打蜡-分级-冷藏,91,true
PR0680,P0680,赣南脐橙加工中心,江西省赣州市,2025-12-28,切割-清洗-冷藏,97,true
PR0681,P0681,五常大米加工厂,黑龙江省五常市,2025-11-08,烘干-清洗-打蜡,100,true
PR0682,P0682,寿光蔬菜加工厂,山东省寿光市,2025-07-25,分级-切割,91,true
PR0683,P0683,潍坊蔬菜加工厂,山东省潍坊市,2025-11-12,烘干-打蜡,93,true
PR0684,P0684,赣南脐橙加工中心,江西省赣州市,2025-07-09,分级-切割-打蜡,94,true
PR0685,P0685,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-04,分级-分拣,92,true
PR0686,P0686,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-21,烘干-打蜡-切割-冷藏,99,true
PR0687,P0687,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-24,打蜡-烘干-分拣-冷藏,94,true
PR0688,P0688,周口面粉加工厂,河南省周口市,2025-09-06,烘干-分拣-打蜡-包装,100,true
PR0689,P0689,赣南脐橙加工中心,江西省赣州市,2025-12-11,切割-冷藏-分级-包装,97,true
PR0690,P0690,周口面粉加工厂,河南省周口市,2025-12-12,分拣-包装-烘干-打蜡,96,true
PR0691,P0691,五常大米加工厂,黑龙江省五常市,2025-06-06,清洗-包装-打蜡-冷藏,98,true
PR0692,P0692,赣南脐橙加工中心,江西省赣州市,2025-07-12,分拣-冷藏-打蜡,99,true
PR0693,P0693,周口面粉加工厂,河南省周口市,2025-09-26,打蜡-冷藏-切割-包装,94,true
PR0694,P0694,洛川果业加工中心,陕西省洛川县,2025-12-27,分拣-包装,100,true
PR0695,P0695,赣南脐橙加工中心,江西省赣州市,2025-06-01,分拣-清洗-冷藏,96,true
PR0696,P0696,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-22,切割-烘干-包装-打蜡,95,true
PR0697,P0697,潍坊蔬菜加工厂,山东省潍坊市,2025-12-26,分拣-切割,91,true
PR0698,P0698,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-16,包装-切割-烘干,95,true
PR0699,P0699,五常大米加工厂,黑龙江省五常市,2025-08-21,切割-包装-烘干-分级,90,true
PR0700,P0700,潍坊蔬菜加工厂,山东省潍坊市,2025-08-08,冷藏-分拣-包装-切割,100,true
PR0701,P0701,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-03,打蜡-切割,95,true
PR0702,P0702,潍坊蔬菜加工厂,山东省潍坊市,2025-06-27,包装-切割,100,true
PR0703,P0703,赣南脐橙加工中心,江西省赣州市,2025-11-24,分级-清洗,93,true
PR0704,P0704,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-18,分拣-包装-打蜡,99,true
PR0705,P0705,周口面粉加工厂,河南省周口市,2025-10-06,打蜡-切割,98,true
PR0706,P0706,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-02,分级-清洗-烘干,100,true
PR0707,P0707,周口面粉加工厂,河南省周口市,2025-09-15,打蜡-切割-烘干-冷藏,80,false
PR0708,P0708,洛川果业加工中心,陕西省洛川县,2025-10-14,分级-分拣,92,true
PR0709,P0709,廊坊蔬菜加工中心,河北省廊坊市,2025-10-03,打蜡-分级-清洗-冷藏,91,true
PR0710,P0710,廊坊蔬菜加工中心,河北省廊坊市,2025-08-20,冷藏-包装-分拣-分级,96,true
PR0711,P0711,洛川果业加工中心,陕西省洛川县,2025-07-15,分级-包装-烘干,93,true
PR0712,P0712,寿光蔬菜加工厂,山东省寿光市,2025-08-21,烘干-清洗-打蜡,94,true
PR0713,P0713,周口面粉加工厂,河南省周口市,2025-08-15,清洗-冷藏-包装-打蜡,96,true
PR0714,P0714,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-04,切割-烘干-包装,91,true
PR0715,P0715,周口面粉加工厂,河南省周口市,2025-06-18,分拣-包装,98,true
PR0716,P0716,周口面粉加工厂,河南省周口市,2025-11-21,分级-打蜡-烘干-切割,99,true
PR0717,P0717,潍坊蔬菜加工厂,山东省潍坊市,2025-06-24,包装-清洗-分级-切割,97,true
PR0718,P0718,潍坊蔬菜加工厂,山东省潍坊市,2025-10-23,切割-冷藏-分拣-分级,91,true
PR0719,P0719,赣南脐橙加工中心,江西省赣州市,2025-07-12,打蜡-烘干-切割-分级,95,true
PR0720,P0720,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-18,包装-清洗,95,true
PR0721,P0721,五常大米加工厂,黑龙江省五常市,2025-06-27,分级-包装-分拣,96,true
PR0722,P0722,廊坊蔬菜加工中心,河北省廊坊市,2025-08-02,切割-烘干,96,true
PR0723,P0723,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-21,打蜡-烘干,91,true
PR0724,P0724,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-08,分级-烘干,98,true
PR0725,P0725,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-08,分拣-打蜡,99,true
PR0726,P0726,丹东草莓加工厂,辽宁省丹东市,2025-12-28,切割-冷藏-打蜡-烘干,96,true
PR0727,P0727,五常大米加工厂,黑龙江省五常市,2025-06-21,打蜡-清洗-分级,95,true
PR0728,P0728,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-11,包装-清洗,91,true
PR0729,P0729,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-17,烘干-分拣-清洗-打蜡,93,true
PR0730,P0730,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-18,烘干-分拣,94,true
PR0731,P0731,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-26,冷藏-打蜡,97,true
PR0732,P0732,寿光蔬菜加工厂,山东省寿光市,2025-07-03,包装-打蜡,96,true
PR0733,P0733,丹东草莓加工厂,辽宁省丹东市,2025-07-09,打蜡-清洗,98,true
PR0734,P0734,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-17,分级-清洗-包装-切割,100,true
PR0735,P0735,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-20,切割-烘干-分级-打蜡,96,true
PR0736,P0736,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-24,切割-烘干-打蜡,91,true
PR0737,P0737,廊坊蔬菜加工中心,河北省廊坊市,2025-08-21,烘干-分级,98,true
PR0738,P0738,赣南脐橙加工中心,江西省赣州市,2025-12-22,切割-烘干,92,true
PR0739,P0739,赣南脐橙加工中心,江西省赣州市,2025-08-01,清洗-分级-包装,90,true
PR0740,P0740,洛川果业加工中心,陕西省洛川县,2025-09-21,切割-冷藏-包装,99,true
PR0741,P0741,赣南脐橙加工中心,江西省赣州市,2025-11-09,包装-清洗,100,true
PR0742,P0742,周口面粉加工厂,河南省周口市,2025-12-19,打蜡-清洗-烘干,94,true
PR0743,P0743,廊坊蔬菜加工中心,河北省廊坊市,2025-12-13,分拣-包装,94,true
PR0744,P0744,洛川果业加工中心,陕西省洛川县,2025-09-10,包装-打蜡,94,true
PR0745,P0745,寿光蔬菜加工厂,山东省寿光市,2025-10-22,分拣-包装,91,true
PR0746,P0746,丹东草莓加工厂,辽宁省丹东市,2025-10-19,清洗-打蜡,96,true
PR0747,P0747,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-11,分级-冷藏-分拣-清洗,90,true
PR0748,P0748,周口面粉加工厂,河南省周口市,2025-07-18,清洗-烘干,86,false
PR0749,P0749,寿光蔬菜加工厂,山东省寿光市,2025-11-08,烘干-包装,98,true
PR0750,P0750,寿光蔬菜加工厂,山东省寿光市,2025-08-09,清洗-包装,92,true
PR0751,P0751,廊坊蔬菜加工中心,河北省廊坊市,2025-08-13,切割-烘干-清洗,93,true
PR0752,P0752,洛川果业加工中心,陕西省洛川县,2025-11-03,分级-包装-清洗,90,true
PR0753,P0753,周口面粉加工厂,河南省周口市,2025-09-23,清洗-烘干-冷藏-包装,99,true
PR0754,P0754,丹东草莓加工厂,辽宁省丹东市,2025-06-10,冷藏-清洗-包装-打蜡,95,true
PR0755,P0755,周口面粉加工厂,河南省周口市,2025-08-03,分级-冷藏-清洗,95,true
PR0756,P0756,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-07,清洗-冷藏,90,true
PR0757,P0757,廊坊蔬菜加工中心,河北省廊坊市,2025-10-08,清洗-切割-分级-冷藏,91,true
PR0758,P0758,五常大米加工厂,黑龙江省五常市,2025-09-24,切割-清洗-分拣,98,true
PR0759,P0759,寿光蔬菜加工厂,山东省寿光市,2025-09-12,分拣-打蜡-切割,99,true
PR0760,P0760,寿光蔬菜加工厂,山东省寿光市,2025-10-09,包装-切割-分级-烘干,92,true
PR0761,P0761,五常大米加工厂,黑龙江省五常市,2025-09-21,冷藏-分级,99,true
PR0762,P0762,周口面粉加工厂,河南省周口市,2025-07-02,分级-冷藏,83,false
PR0763,P0763,周口面粉加工厂,河南省周口市,2025-06-17,冷藏-分拣,97,true
PR0764,P0764,洛川果业加工中心,陕西省洛川县,2025-07-22,打蜡-冷藏-分拣-包装,92,true
PR0765,P0765,洛川果业加工中心,陕西省洛川县,2025-07-07,打蜡-包装-切割-清洗,93,true
PR0766,P0766,丹东草莓加工厂,辽宁省丹东市,2025-09-03,分级-烘干-切割-包装,92,true
PR0767,P0767,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-03,冷藏-包装,90,true
PR0768,P0768,廊坊蔬菜加工中心,河北省廊坊市,2025-11-23,烘干-包装-冷藏-分级,100,true
PR0769,P0769,潍坊蔬菜加工厂,山东省潍坊市,2025-09-06,分拣-烘干,96,true
PR0770,P0770,五常大米加工厂,黑龙江省五常市,2025-10-11,分拣-分级-打蜡-烘干,100,true
PR0771,P0771,洛川果业加工中心,陕西省洛川县,2025-09-23,打蜡-切割,84,false
PR0772,P0772,丹东草莓加工厂,辽宁省丹东市,2025-06-10,切割-分拣-打蜡-清洗,91,true
PR0773,P0773,丹东草莓加工厂,辽宁省丹东市,2025-08-06,清洗-打蜡-冷藏-包装,84,false
PR0774,P0774,洛川果业加工中心,陕西省洛川县,2025-06-04,烘干-清洗-冷藏,100,true
PR0775,P0775,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-12,包装-打蜡,92,true
PR0776,P0776,寿光蔬菜加工厂,山东省寿光市,2025-10-20,分拣-烘干-打蜡,89,false
PR0777,P0777,廊坊蔬菜加工中心,河北省廊坊市,2025-09-25,包装-清洗-烘干,96,true
PR0778,P0778,寿光蔬菜加工厂,山东省寿光市,2025-06-18,包装-分拣,86,false
PR0779,P0779,洛川果业加工中心,陕西省洛川县,2025-09-04,切割-清洗-打蜡-包装,98,true
PR0780,P0780,五常大米加工厂,黑龙江省五常市,2025-06-14,打蜡-包装-烘干,91,true
PR0781,P0781,洛川果业加工中心,陕西省洛川县,2025-11-27,烘干-分级,95,true
PR0782,P0782,周口面粉加工厂,河南省周口市,2025-07-26,切割-打蜡-清洗,99,true
PR0783,P0783,丹东草莓加工厂,辽宁省丹东市,2025-12-10,烘干-打蜡-冷藏-分拣,92,true
PR0784,P0784,寿光蔬菜加工厂,山东省寿光市,2025-10-17,清洗-烘干-切割,100,true
PR0785,P0785,寿光蔬菜加工厂,山东省寿光市,2025-08-05,分拣-烘干-冷藏,94,true
PR0786,P0786,寿光蔬菜加工厂,山东省寿光市,2025-08-23,包装-烘干,95,true
