record_id,product_id,pesticide_name,pesticide_type,amount,apply_date,safety_interval,compliant
PS00695,P0704,三唑酮,杀菌剂,62ml/亩,2025-08-12,7,true
PS00696,P0705,三唑酮,杀菌剂,34ml/亩,2025-08-02,21,true
PS00697,P0707,苦参碱,生物农药,134ml/亩,2025-05-03,21,true
PS00698,P0709,百菌清,杀菌剂,97ml/亩,2025-07-15,14,true
PS00699,P0709,甲胺磷,杀虫剂,85ml/亩,2025-04-13,21,false
PS00700,P0710,多菌灵,杀菌剂,76ml/亩,2025-06-17,21,true
PS00701,P0712,敌敌畏,杀虫剂,30ml/亩,2025-07-26,14,false
PS00702,P0712,甲基托布津,杀菌剂,94ml/亩,2025-09-06,21,true
PS00703,P0713,吡虫啉,杀虫剂,78ml/亩,2025-08-09,7,true
PS00704,P0713,苦参碱,生物农药,141ml/亩,2025-07-10,14,true
PS00705,P0714,敌敌畏,杀虫剂,145ml/亩,2025-08-22,21,false
PS00706,P0714,敌敌畏,杀虫剂,37ml/亩,2025-09-04,21,false
PS00707,P0717,阿维菌素,生物农药,91ml/亩,2025-08-21,14,true
PS00708,P0718,代森锰锌,杀菌剂,120ml/亩,2025-04-05,14,true
PS00709,P0721,吡虫啉,杀虫剂,128ml/亩,2025-09-12,7,true
PS00710,P0724,多菌灵,杀菌剂,142ml/亩,2025-06-10,7,true
PS00711,P0725,三唑酮,杀菌剂,71ml/亩,2025-08-25,21,true
PS00712,P0725,苦参碱,生物农药,53ml/亩,2025-06-11,14,true
PS00713,P0727,苦参碱,生物农药,118ml/亩,2025-09-17,14,true
PS00714,P0727,多菌灵,杀菌剂,90ml/亩,2025-04-16,21,true
PS00715,P0730,代森锰锌,杀菌剂,53ml/亩,2025-06-07,7,false
PS00716,P0730,甲胺磷,杀虫剂,146ml/亩,2025-09-18,21,false
PS00717,P0731,代森锰锌,杀菌剂,51ml/亩,2025-05-26,14,true
PS00718,P0732,苦参碱,生物农药,37ml/亩,2025-04-07,14,true
PS00719,P0735,甲胺磷,杀虫剂,148ml/亩,2025-09-05,21,false
PS00720,P0737,苦参碱,生物农药,49ml/亩,2025-07-28,14,true
PS00721,P0737,吡虫啉,杀虫剂,145ml/亩,2025-05-05,21,true
PS00722,P0738,敌敌畏,杀虫剂,122ml/亩,2025-06-21,7,false
PS00723,P0740,阿维菌素,生物农药,105ml/亩,2025-07-19,14,true
PS00724,P0740,敌敌畏,杀虫剂,84ml/亩,2025-04-04,14,false
PS00725,P0743,多菌灵,杀菌剂,60ml/亩,2025-04-28,21,true
PS00726,P0744,敌敌畏,杀虫剂,149ml/亩,2025-04-09,21,false
PS00727,P0745,敌敌畏,杀虫剂,126ml/亩,2025-05-20,7,false
PS00728,P0745,苦参碱,生物农药,57ml/亩,2025-09-28,21,true
PS00729,P0747,敌敌畏,杀虫剂,51ml/亩,2025-07-08,7,false
PS00730,P0747,百菌清,杀菌剂,50ml/亩,2025-08-27,14,false
PS00731,P0748,三唑酮,杀菌剂,39ml/亩,2025-09-22,21,true
PS00732,P0748,多菌灵,杀菌剂,59ml/亩,2025-04-09,21,true
PS00733,P0749,代森锰锌,杀菌剂,39ml/亩,2025-05-25,21,true
PS00734,P0749,甲基托布津,杀菌剂,143ml/亩,2025-04-04,7,true
PS00735,P0751,代森锰锌,杀菌剂,97ml/亩,2025-08-24,21,true
PS00736,P0751,敌敌畏,杀虫剂,44ml/亩,2025-09-07,14,false
PS00737,P0752,苦参碱,生物农药,71ml/亩,2025-07-10,14,true
PS00738,P0752,甲基托布津,杀菌剂,79ml/亩,2025-05-08,7,true
PS00739,P0753,三唑酮,杀菌剂,105ml/亩,2025-09-02,7,true
PS00740,P0754,甲胺磷,杀虫剂,62ml/亩,2025-06-16,14,false
PS00741,P0754,阿维菌素,生物农药,117ml/亩,2025-05-11,14,true
PS00742,P0755,甲胺磷,杀虫剂,44ml/亩,2025-08-13,21,false
PS00743,P0756,多菌灵,杀菌剂,104ml/亩,2025-05-24,14,true
PS00744,P0758,敌敌畏,杀虫剂,122ml/亩,2025-09-16,7,false
PS00745,P0758,甲基托布津,杀菌剂,39ml/亩,2025-05-05,21,true
PS00746,P0759,苦参碱,生物农药,30ml/亩,2025-08-25,21,true
PS00747,P0762,敌敌畏,杀虫剂,126ml/亩,2025-07-26,7,false
PS00748,P0762,甲基托布津,杀菌剂,142ml/亩,2025-07-05,7,false
PS00749,P0763,百菌清,杀菌剂,97ml/亩,2025-07-10,14,true
PS00750,P0763,甲基托布津,杀菌剂,76ml/亩,2025-04-23,14,true
PS00751,P0764,阿维菌素,生物农药,40ml/亩,2025-04-24,14,true
PS00752,P0764,阿维菌素,生物农药,51ml/亩,2025-04-04,14,true
PS00753,P0765,多菌灵,杀菌剂,104ml/亩,2025-05-08,14,true
PS00754,P0768,吡虫啉,杀虫剂,149ml/亩,2025-04-16,21,true
PS00755,P0768,甲胺磷,杀虫剂,80ml/亩,2025-07-26,7,false
PS00756,P0769,三唑酮,杀菌剂,56ml/亩,2025-04-13,14,true
PS00757,P0769,百菌清,杀菌剂,137ml/亩,2025-07-27,14,true
PS00758,P0770,三唑酮,杀菌剂,50ml/亩,2025-07-07,21,true
PS00759,P0770,吡虫啉,杀虫剂,70ml/亩,2025-06-15,7,false
PS00760,P0771,吡虫啉,杀虫剂,138ml/亩,2025-08-15,7,true
PS00761,P0771,甲胺磷,杀虫剂,122ml/亩,2025-08-03,7,false
PS00762,P0773,甲胺磷,杀虫剂,106ml/亩,2025-09-22,14,false
PS00763,P0773,代森锰锌,杀菌剂,116ml/亩,2025-08-11,21,true
PS00764,P0774,甲胺磷,杀虫剂,68ml/亩,2025-09-04,7,false
PS00765,P0775,苦参碱,生物农药,147ml/亩,2025-08-27,7,true
PS00766,P0775,苦参碱,生物农药,53ml/亩,2025-08-24,7,true
PS00767,P0776,吡虫啉,杀虫剂,82ml/亩,2025-09-09,21,true
PS00768,P0778,百菌清,杀菌剂,37ml/亩,2025-09-25,21,true
PS00769,P0780,阿维菌素,生物农药,44ml/亩,2025-08-19,21,true
PS00770,P0781,百菌清,杀菌剂,129ml/亩,2025-07-13,14,true
PS00771,P0781,阿维菌素,生物农药,82ml/亩,2025-06-05,7,true
PS00772,P0782,敌敌畏,杀虫剂,128ml/亩,2025-05-17,21,false
PS00773,P0782,苦参碱,生物农药,80ml/亩,2025-05-14,14,true
PS00774,P0783,甲胺磷,杀虫剂,99ml/亩,2025-04-13,14,false
PS00775,P0783,苦参碱,生物农药,132ml/亩,2025-07-25,14,false
PS00776,P0784,多菌灵,杀菌剂,123ml/亩,2025-06-08,7,true
PS00777,P0785,多菌灵,杀菌剂,143ml/亩,2025-04-17,7,true
PS00778,P0785,阿维菌素,生物农药,88ml/亩,2025-05-05,21,true
PS00779,P0786,敌敌畏,杀虫剂,76ml/亩,2025-09-28,7,false
PS00780,P0787,百菌清,杀菌剂,34ml/亩,2025-09-24,21,true
PS00781,P0788,吡虫啉,杀虫剂,59ml/亩,2025-06-06,14,true
PS00782,P0788,敌敌畏,杀虫剂,35ml/亩,2025-07-05,21,false
PS00783,P0790,甲胺磷,杀虫剂,141ml/亩,2025-07-28,14,false
PS00784,P0794,三唑酮,杀菌剂,146ml/亩,2025-06-14,7,true
PS00785,P0795,代森锰锌,杀菌剂,75ml/亩,2025-05-04,14,true
PS00786,P0795,代森锰锌,杀菌剂,68ml/亩,2025-04-07,21,true
PS00787,P0796,吡虫啉,杀虫剂,64ml/亩,2025-09-23,21,true
PS00788,P0796,甲胺磷,杀虫剂,55ml/亩,2025-05-02,14,false
PS00789,P0797,苦参碱,生物农药,139ml/亩,2025-09-27,21,true
PS00790,P0798,敌敌畏,杀虫剂,74ml/亩,2025-08-24,7,false
PS00791,P0799,甲胺磷,杀虫剂,32ml/亩,2025-07-08,14,false
PS00792,P0800,苦参碱,生物农药,117ml/亩,2025-08-17,21,true
PS00793,P0802,三唑酮,杀菌剂,106ml/亩,2025-05-27,7,true
PS00794,P0802,三唑酮,杀菌剂,81ml/亩,2025-08-13,21,true
PS00795,P0803,代森锰锌,杀菌剂,84ml/亩,2025-05-06,21,true
PS00796,P0803,多菌灵,杀菌剂,82ml/亩,2025-04-11,7,true
PS00797,P0804,代森锰锌,杀菌剂,64ml/亩,2025-06-26,7,true
PS00798,P0804,甲基托布津,杀菌剂,103ml/亩,2025-04-21,14,true
PS00799,P0806,阿维菌素,生物农药,33ml/亩,2025-09-25,7,true
PS00800,P0808,吡虫啉,杀虫剂,83ml/亩,2025-06-15,14,true
PS00801,P0808,代森锰锌,杀菌剂,101ml/亩,2025-09-15,14,true
PS00802,P0810,甲基托布津,杀菌剂,45ml/亩,2025-06-08,14,true
PS00803,P0811,代森锰锌,杀菌剂,87ml/亩,2025-04-17,21,true
PS00804,P0811,吡虫啉,杀虫剂,120ml/亩,2025-07-20,7,true
PS00805,P0812,百菌清,杀菌剂,137ml/亩,2025-05-28,7,true
PS00806,P0812,吡虫啉,杀虫剂,73ml/亩,2025-06-09,14,true
PS00807,P0813,阿维菌素,生物农药,147ml/亩,2025-06-18,14,true
PS00808,P0814,三唑酮,杀菌剂,92ml/亩,2025-07-15,7,true
PS00809,P0816,吡虫啉,杀虫剂,64ml/亩,2025-08-19,21,false
PS00810,P0817,甲基托布津,杀菌剂,87ml/亩,2025-04-01,14,true
PS00811,P0817,阿维菌素,生物农药,55ml/亩,2025-05-26,7,true
PS00812,P0819,百菌清,杀菌剂,79ml/亩,2025-06-21,21,true
PS00813,P0819,甲基托布津,杀菌剂,49ml/亩,2025-07-14,7,true
PS00814,P0822,百菌清,杀菌剂,55ml/亩,2025-09-14,7,false
PS00815,P0822,敌敌畏,杀虫剂,125ml/亩,2025-06-06,14,false
PS00816,P0824,苦参碱,生物农药,106ml/亩,2025-04-14,14,true
PS00817,P0824,多菌灵,杀菌剂,130ml/亩,2025-05-27,21,true
PS00818,P0825,甲胺磷,杀虫剂,79ml/亩,2025-09-24,14,false
PS00819,P0825,甲胺磷,杀虫剂,91ml/亩,2025-04-21,21,false
PS00820,P0826,甲基托布津,杀菌剂,115ml/亩,2025-09-25,14,true
PS00821,P0826,三唑酮,杀菌剂,97ml/亩,2025-07-12,14,false
PS00822,P0827,苦参碱,生物农药,146ml/亩,2025-05-28,21,true
PS00823,P0828,甲基托布津,杀菌剂,88ml/亩,2025-04-09,14,true
PS00824,P0828,多菌灵,杀菌剂,31ml/亩,2025-09-14,21,true
PS00825,P0829,百菌清,杀菌剂,89ml/亩,2025-08-04,14,true
PS00826,P0830,敌敌畏,杀虫剂,95ml/亩,2025-07-20,14,false
PS00827,P0830,代森锰锌,杀菌剂,115ml/亩,2025-04-07,21,true
PS00828,P0832,吡虫啉,杀虫剂,72ml/亩,2025-05-10,14,true
PS00829,P0832,百菌清,杀菌剂,109ml/亩,2025-08-12,21,true
PS00830,P0833,三唑酮,杀菌剂,113ml/亩,2025-05-01,14,true
PS00831,P0834,甲胺磷,杀虫剂,97ml/亩,2025-04-04,14,false
PS00832,P0835,代森锰锌,杀菌剂,129ml/亩,2025-09-14,21,true
PS00833,P0836,百菌清,杀菌剂,116ml/亩,2025-06-14,14,true
PS00834,P0836,敌敌畏,杀虫剂,130ml/亩,2025-04-08,21,false
PS00835,P0838,甲基托布津,杀菌剂,121ml/亩,2025-05-09,21,false
PS00836,P0838,苦参碱,生物农药,31ml/亩,2025-07-17,21,true
PS00837,P0839,多菌灵,杀菌剂,31ml/亩,2025-09-02,14,true
PS00838,P0840,敌敌畏,杀虫剂,123ml/亩,2025-05-07,14,false
PS00839,P0840,苦参碱,生物农药,79ml/亩,2025-07-23,7,true
PS00840,P0842,阿维菌素,生物农药,112ml/亩,2025-08-12,21,true
PS00841,P0843,三唑酮,杀菌剂,33ml/亩,2025-04-22,7,true
PS00842,P0844,甲基托布津,杀菌剂,52ml/亩,2025-08-15,7,true
PS00843,P0844,阿维菌素,生物农药,115ml/亩,2025-09-06,21,true
PS00844,P0846,敌敌畏,杀虫剂,82ml/亩,2025-06-13,21,false
PS00845,P0846,苦参碱,生物农药,107ml/亩,2025-06-26,21,true
PS00846,P0849,吡虫啉,杀虫剂,76ml/亩,2025-09-24,14,true
PS00847,P0849,阿维菌素,生物农药,62ml/亩,2025-07-05,14,true
PS00848,P0850,甲胺磷,杀虫剂,109ml/亩,2025-08-08,7,false
PS00849,P0850,甲胺磷,杀虫剂,112ml/亩,2025-05-21,7,false
PS00850,P0851,三唑酮,杀菌剂,44ml/亩,2025-05-11,14,true
PS00851,P0851,代森锰锌,杀菌剂,30ml/亩,2025-04-25,14,true
PS00852,P0852,吡虫啉,杀虫剂,61ml/亩,2025-07-23,14,false
PS00853,P0852,甲基托布津,杀菌剂,86ml/亩,2025-09-07,14,true
PS00854,P0853,多菌灵,杀菌剂,65ml/亩,2025-06-04,7,true
PS00855,P0853,甲基托布津,杀菌剂,93ml/亩,2025-08-24,7,true
PS00856,P0854,吡虫啉,杀虫剂,72ml/亩,2025-06-02,21,true
PS00857,P0856,多菌灵,杀菌剂,81ml/亩,2025-07-08,14,true
PS00858,P0856,百菌清,杀菌剂,87ml/亩,2025-05-07,21,true
PS00859,P0857,吡虫啉,杀虫剂,36ml/亩,2025-09-18,14,true
PS00860,P0857,吡虫啉,杀虫剂,111ml/亩,2025-05-10,14,true
PS00861,P0858,代森锰锌,杀菌剂,55ml/亩,2025-05-19,7,true
PS00862,P0859,百菌清,杀菌剂,109ml/亩,2025-06-08,21,true
PS00863,P0864,百菌清,杀菌剂,95ml/亩,2025-09-16,14,false
PS00864,P0864,多菌灵,杀菌剂,93ml/亩,2025-04-27,14,true
PS00865,P0865,苦参碱,生物农药,74ml/亩,2025-08-14,7,true
PS00866,P0865,百菌清,杀菌剂,76ml/亩,2025-05-25,7,true
PS00867,P0866,百菌清,杀菌剂,150ml/亩,2025-09-10,14,true
PS00868,P0866,苦参碱,生物农药,97ml/亩,2025-07-11,21,true
PS00869,P0868,甲胺磷,杀虫剂,94ml/亩,2025-04-16,7,false
PS00870,P0869,甲胺磷,杀虫剂,123ml/亩,2025-06-12,14,false
PS00871,P0869,代森锰锌,杀菌剂,34ml/亩,2025-04-11,21,true
PS00872,P0874,代森锰锌,杀菌剂,91ml/亩,2025-06-23,21,true
PS00873,P0874,甲基托布津,杀菌剂,101ml/亩,2025-08-21,7,true
PS00874,P0876,敌敌畏,杀虫剂,106ml/亩,2025-09-09,14,false
PS00875,P0876,百菌清,杀菌剂,101ml/亩,2025-06-21,7,true
PS00876,P0877,苦参碱,生物农药,139ml/亩,2025-08-01,14,true
PS00877,P0879,多菌灵,杀菌剂,91ml/亩,2025-06-03,21,true
PS00878,P0881,敌敌畏,杀虫剂,81ml/亩,2025-09-05,21,false
PS00879,P0882,苦参碱,生物农药,95ml/亩,2025-05-05,14,true
PS00880,P0882,甲胺磷,杀虫剂,75ml/亩,2025-05-13,21,false
PS00881,P0883,吡虫啉,杀虫剂,53ml/亩,2025-08-06,21,true
PS00882,P0883,百菌清,杀菌剂,30ml/亩,2025-06-01,14,true
PS00883,P0886,代森锰锌,杀菌剂,64ml/亩,2025-07-03,14,true
PS00884,P0886,三唑酮,杀菌剂,105ml/亩,2025-09-03,7,true
PS00885,P0887,三唑酮,杀菌剂,63ml/亩,2025-05-20,7,true
PS00886,P0887,百菌清,杀菌剂,138ml/亩,2025-08-22,7,true
PS00887,P0890,百菌清,杀菌剂,75ml/亩,2025-05-15,7,true
PS00888,P0890,苦参碱,生物农药,85ml/亩,2025-08-19,7,true
PS00889,P0891,代森锰锌,杀菌剂,119ml/亩,2025-07-06,14,true
PS00890,P0893,阿维菌素,生物农药,119ml/亩,2025-05-03,21,true
PS00891,P0893,吡虫啉,杀虫剂,43ml/亩,2025-09-26,14,true
PS00892,P0894,苦参碱,生物农药,34ml/亩,2025-04-10,14,true
PS00893,P0895,敌敌畏,杀虫剂,56ml/亩,2025-04-07,21,false
PS00894,P0895,多菌灵,杀菌剂,108ml/亩,2025-09-17,7,true
PS00895,P0896,甲基托布津,杀菌剂,130ml/亩,2025-06-21,21,true
PS00896,P0897,甲胺磷,杀虫剂,120ml/亩,2025-09-20,7,false
PS00897,P0897,代森锰锌,杀菌剂,117ml/亩,2025-08-17,14,true
PS00898,P0899,百菌清,杀菌剂,140ml/亩,2025-05-06,14,true
PS00899,P0900,代森锰锌,杀菌剂,99ml/亩,2025-08-11,7,true
PS00900,P0901,百菌清,杀菌剂,89ml/亩,2025-06-07,7,true
PS00901,P0901,甲基托布津,杀菌剂,122ml/亩,2025-09-22,14,true
PS00902,P0902,代森锰锌,杀菌剂,40ml/亩,2025-05-02,21,true
PS00903,P0902,敌敌畏,杀虫剂,82ml/亩,2025-04-28,7,false
PS00904,P0903,代森锰锌,杀菌剂,50ml/亩,2025-07-24,21,true
PS00905,P0904,苦参碱,生物农药,46ml/亩,2025-09-15,14,true
PS00906,P0905,代森锰锌,杀菌剂,116ml/亩,2025-09-15,7,true
PS00907,P0905,三唑酮,杀菌剂,130ml/亩,2025-09-03,14,true
PS00908,P0906,阿维菌素,生物农药,82ml/亩,2025-04-11,7,true
PS00909,P0908,三唑酮,杀菌剂,83ml/亩,2025-04-06,14,true
PS00910,P0910,甲胺磷,杀虫剂,36ml/亩,2025-05-16,14,false
PS00911,P0910,甲胺磷,杀虫剂,84ml/亩,2025-04-02,14,false
PS00912,P0911,三唑酮,杀菌剂,129ml/亩,2025-05-20,7,true
PS00913,P0911,代森锰锌,杀菌剂,150ml/亩,2025-08-21,7,true
PS00914,P0912,甲基托布津,杀菌剂,80ml/亩,2025-09-11,21,true
PS00915,P0912,苦参碱,生物农药,136ml/亩,2025-05-08,14,true
PS00916,P0913,苦参碱,生物农药,126ml/亩,2025-09-12,7,false
PS00917,P0913,甲胺磷,杀虫剂,128ml/亩,2025-06-08,14,false
PS00918,P0914,甲胺磷,杀虫剂,92ml/亩,2025-06-13,21,false
PS00919,P0914,阿维菌素,生物农药,56ml/亩,2025-09-18,21,true
PS00920,P0915,百菌清,杀菌剂,55ml/亩,2025-05-12,21,true
PS00921,P0915,阿维菌素,生物农药,87ml/亩,2025-08-05,21,true
PS00922,P0918,代森锰锌,杀菌剂,80ml/亩,2025-04-06,14,true
PS00923,P0918,多菌灵,杀菌剂,36ml/亩,2025-07-12,7,true
PS00924,P0919,阿维菌素,生物农药,88ml/亩,2025-07-02,7,true
PS00925,P0919,百菌清,杀菌剂,145ml/亩,2025-07-07,21,true
PS00926,P0920,代森锰锌,杀菌剂,131ml/亩,2025-06-24,21,true
PS00927,P0920,甲胺磷,杀虫剂,107ml/亩,2025-04-11,21,false
PS00928,P0922,苦参碱,生物农药,138ml/亩,2025-04-23,14,true
PS00929,P0923,三唑酮,杀菌剂,117ml/亩,2025-09-03,7,true
PS00930,P0924,苦参碱,生物农药,58ml/亩,2025-09-15,7,true
PS00931,P0926,甲胺磷,杀虫剂,115ml/亩,2025-08-04,7,false
PS00932,P0926,敌敌畏,杀虫剂,67ml/亩,2025-07-02,21,false
PS00933,P0928,甲胺磷,杀虫剂,150ml/亩,2025-08-16,21,false
PS00934,P0929,吡虫啉,杀虫剂,51ml/亩,2025-04-03,14,true
PS00935,P0930,甲胺磷,杀虫剂,52ml/亩,2025-07-18,14,false
PS00936,P0931,百菌清,杀菌剂,84ml/亩,2025-05-23,21,true
PS00937,P0932,苦参碱,生物农药,144ml/亩,2025-07-11,14,true
PS00938,P0933,多菌灵,杀菌剂,52ml/亩,2025-06-03,21,true
PS00939,P0935,甲胺磷,杀虫剂,66ml/亩,2025-08-13,7,false
PS00940,P0936,甲胺磷,杀虫剂,62ml/亩,2025-08-08,14,false
PS00941,P0938,多菌灵,杀菌剂,53ml/亩,2025-06-24,14,true
PS00942,P0938,甲胺磷,杀虫剂,122ml/亩,2025-07-27,7,false
PS00943,P0939,三唑酮,杀菌剂,96ml/亩,2025-09-04,21,false
PS00944,P0939,多菌灵,杀菌剂,40ml/亩,2025-06-08,7,true
PS00945,P0940,代森锰锌,杀菌剂,60ml/亩,2025-05-14,7,true
PS00946,P0940,敌敌畏,杀虫剂,132ml/亩,2025-05-09,14,false
PS00947,P0941,苦参碱,生物农药,88ml/亩,2025-08-21,14,true
PS00948,P0941,敌敌畏,杀虫剂,107ml/亩,2025-09-12,21,false
PS00949,P0942,甲基托布津,杀菌剂,105ml/亩,2025-04-11,21,true
PS00950,P0945,敌敌畏,杀虫剂,35ml/亩,2025-09-15,14,false
PS00951,P0946,多菌灵,杀菌剂,98ml/亩,2025-09-15,7,true
PS00952,P0947,百菌清,杀菌剂,30ml/亩,2025-04-25,14,true
PS00953,P0948,代森锰锌,杀菌剂,89ml/亩,2025-04-27,14,true
PS00954,P0951,甲基托布津,杀菌剂,30ml/亩,2025-06-24,14,true
PS00955,P0952,吡虫啉,杀虫剂,80ml/亩,2025-08-16,14,true
PS00956,P0952,甲基托布津,杀菌剂,85ml/亩,2025-07-17,14,true
PS00957,P0954,阿维菌素,生物农药,33ml/亩,2025-07-20,21,true
PS00958,P0956,三唑酮,杀菌剂,126ml/亩,2025-04-20,21,true
PS00959,P0956,百菌清,杀菌剂,103ml/亩,2025-04-24,14,true
PS00960,P0957,阿维菌素,生物农药,119ml/亩,2025-05-17,21,true
PS00961,P0960,阿维菌素,生物农药,146ml/亩,2025-06-16,21,true
PS00962,P0960,敌敌畏,杀虫剂,147ml/亩,2025-09-12,14,false
PS00963,P0962,三唑酮,杀菌剂,127ml/亩,2025-09-21,7,true
PS00964,P0963,三唑酮,杀菌剂,61ml/亩,2025-08-19,7,true
PS00965,P0963,多菌灵,杀菌剂,42ml/亩,2025-09-18,7,true
PS00966,P0965,甲胺磷,杀虫剂,102ml/亩,2025-09-17,14,false
PS00967,P0965,多菌灵,杀菌剂,104ml/亩,2025-04-10,14,true
PS00968,P0966,代森锰锌,杀菌剂,142ml/亩,2025-04-07,7,true
PS00969,P0966,三唑酮,杀菌剂,92ml/亩,2025-04-23,14,true
PS00970,P0968,代森锰锌,杀菌剂,80ml/亩,2025-05-08,7,true
PS00971,P0969,三唑酮,杀菌剂,137ml/亩,2025-09-17,7,true
PS00972,P0970,敌敌畏,杀虫剂,119ml/亩,2025-06-10,21,false
PS00973,P0972,甲基托布津,杀菌剂,83ml/亩,2025-08-17,7,true
PS00974,P0972,吡虫啉,杀虫剂,65ml/亩,2025-07-25,21,true
PS00975,P0973,苦参碱,生物农药,50ml/亩,2025-06-18,14,true
PS00976,P0974,阿维菌素,生物农药,50ml/亩,2025-06-22,14,true
PS00977,P0976,吡虫啉,杀虫剂,34ml/亩,2025-06-05,7,true
PS00978,P0976,吡虫啉,杀虫剂,46ml/亩,2025-05-17,21,true
PS00979,P0977,百菌清,杀菌剂,116ml/亩,2025-04-26,7,true
PS00980,P0978,阿维菌素,生物农药,82ml/亩,2025-04-03,14,true
PS00981,P0979,吡虫啉,杀虫剂,65ml/亩,2025-06-01,21,true
PS00982,P0979,敌敌畏,杀虫剂,51ml/亩,2025-07-01,7,false
PS00983,P0981,三唑酮,杀菌剂,39ml/亩,2025-04-14,14,true
PS00984,P0981,敌敌畏,杀虫剂,116ml/亩,2025-09-08,14,false
PS00985,P0983,敌敌畏,杀虫剂,59ml/亩,2025-05-07,21,false
PS00986,P0984,甲胺磷,杀虫剂,72ml/亩,2025-09-26,7,false
PS00987,P0985,甲基托布津,杀菌剂,35ml/亩,2025-05-27,7,true
PS00988,P0987,百菌清,杀菌剂,78ml/亩,2025-06-19,14,true
PS00989,P0989,甲基托布津,杀菌剂,33ml/亩,2025-09-19,7,true
PS00990,P0989,百菌清,杀菌剂,106ml/亩,2025-05-23,21,true
PS00991,P0990,阿维菌素,生物农药,126ml/亩,2025-09-22,14,true
PS00992,P0990,敌敌畏,杀虫剂,61ml/亩,2025-07-25,21,false
PS00993,P0991,代森锰锌,杀菌剂,91ml/亩,2025-05-01,21,true
PS00994,P0992,甲胺磷,杀虫剂,33ml/亩,2025-07-05,7,false
PS00995,P0993,吡虫啉,杀虫剂,43ml/亩,2025-04-20,14,true
PS00996,P0993,阿维菌素,生物农药,149ml/亩,2025-04-16,7,true
PS00997,P0994,阿维菌素,生物农药,42ml/亩,2025-09-28,14,true
PS00998,P0994,吡虫啉,杀虫剂,138ml/亩,2025-09-25,7,true
PS00999,P0995,百菌清,杀菌剂,69ml/亩,2025-08-08,21,true
PS01000,P0995,多菌灵,杀菌剂,65ml/亩,2025-04-10,7,true
PS01001,P0997,敌敌畏,杀虫剂,73ml/亩,2025-09-06,14,false
PS01002,P0997,百菌清,杀菌剂,67ml/亩,2025-04-03,14,true
PS01003,P1000,甲基托布津,杀菌剂,106ml/亩,2025-09-09,14,true
PS01004,P1003,苦参碱,生物农药,52ml/亩,2025-04-26,14,true
PS01005,P1006,代森锰锌,杀菌剂,47ml/亩,2025-06-18,21,true
PS01006,P1006,百菌清,杀菌剂,42ml/亩,2025-09-05,7,true
PS01007,P1008,百菌清,杀菌剂,137ml/亩,2025-06-06,21,true
PS01008,P1009,多菌灵,杀菌剂,137ml/亩,2025-05-26,21,true
PS01009,P1009,三唑酮,杀菌剂,142ml/亩,2025-04-15,21,true
PS01010,P1010,代森锰锌,杀菌剂,104ml/亩,2025-09-20,14,true
PS01011,P1010,苦参碱,生物农药,142ml/亩,2025-06-24,14,true
PS01012,P1014,阿维菌素,生物农药,30ml/亩,2025-05-07,14,true
PS01013,P1014,代森锰锌,杀菌剂,33ml/亩,2025-04-07,21,true
PS01014,P1015,甲胺磷,杀虫剂,92ml/亩,2025-04-23,21,false
PS01015,P1015,阿维菌素,生物农药,102ml/亩,2025-05-09,14,true
PS01016,P1016,多菌灵,杀菌剂,114ml/亩,2025-05-16,21,true
PS01017,P1018,多菌灵,杀菌剂,129ml/亩,2025-06-01,21,true
PS01018,P1019,甲基托布津,杀菌剂,119ml/亩,2025-07-08,14,true
PS01019,P1019,敌敌畏,杀虫剂,99ml/亩,2025-06-21,21,false
PS01020,P1020,阿维菌素,生物农药,66ml/亩,2025-05-19,14,true
PS01021,P1020,阿维菌素,生物农药,62ml/亩,2025-06-24,14,true
PS01022,P1021,多菌灵,杀菌剂,95ml/亩,2025-08-14,7,true
PS01023,P1024,苦参碱,生物农药,148ml/亩,2025-05-22,7,true
PS01024,P1025,甲基托布津,杀菌剂,66ml/亩,2025-04-26,21,true
PS01025,P1027,甲基托布津,杀菌剂,126ml/亩,2025-04-19,21,true
PS01026,P1028,甲胺磷,杀虫剂,136ml/亩,2025-05-19,7,false
PS01027,P1028,吡虫啉,杀虫剂,110ml/亩,2025-08-11,7,true
PS01028,P1029,百菌清,杀菌剂,107ml/亩,2025-04-18,14,true
PS01029,P1029,百菌清,杀菌剂,87ml/亩,2025-07-23,14,true
PS01030,P1032,吡虫啉,杀虫剂,41ml/亩,2025-05-14,14,true
PS01031,P1032,吡虫啉,杀虫剂,54ml/亩,2025-04-13,21,true
PS01032,P1033,三唑酮,杀菌剂,30ml/亩,2025-04-06,21,true
PS01033,P1033,甲胺磷,杀虫剂,136ml/亩,2025-05-09,21,false
PS01034,P1035,三唑酮,杀菌剂,54ml/亩,2025-07-27,7,true
PS01035,P1037,多菌灵,杀菌剂,131ml/亩,2025-04-12,21,true
PS01036,P1037,甲基托布津,杀菌剂,119ml/亩,2025-05-10,7,true
PS01037,P1038,甲胺磷,杀虫剂,141ml/亩,2025-07-15,14,false
PS01038,P1040,苦参碱,生物农药,106ml/亩,2025-06-28,21,true
PS01039,P1040,敌敌畏,杀虫剂,94ml/亩,2025-04-27,14,false
PS01040,P1041,三唑酮,杀菌剂,61ml/亩,2025-07-25,7,true
PS01041,P1041,苦参碱,生物农药,89ml/亩,2025-06-07,7,true
PS01042,P1043,敌敌畏,杀虫剂,43ml/亩,2025-09-03,14,false
