record_id,product_id,fertilizer_name,fertilizer_type,amount,apply_date,operator
FR00724,P0370,叶面肥,化学肥料,52kg/亩,2025-04-03,张三
FR00725,P0371,复合肥,化学肥料,61kg/亩,2025-07-23,郑十一
FR00726,P0371,生物菌肥,生物肥料,53kg/亩,2025-08-20,钱七
FR00727,P0372,有机肥,有机肥料,97kg/亩,2025-07-03,孙八
FR00728,P0372,有机肥,有机肥料,42kg/亩,2025-07-10,陈十二
FR00729,P0373,磷肥,化学肥料,78kg/亩,2025-03-20,张三
FR00730,P0374,腐殖酸肥,有机肥料,85kg/亩,2025-05-27,赵六
FR00731,P0374,磷肥,化学肥料,67kg/亩,2025-07-23,陈十二
FR00732,P0375,磷肥,化学肥料,43kg/亩,2025-06-21,张三
FR00733,P0375,钾肥,化学肥料,33kg/亩,2025-08-07,周九
FR00734,P0376,生物菌肥,生物肥料,80kg/亩,2025-06-15,王五
FR00735,P0376,钾肥,化学肥料,90kg/亩,2025-05-10,郑十一
FR00736,P0377,生物菌肥,生物肥料,53kg/亩,2025-05-21,吴十
FR00737,P0377,有机肥,有机肥料,91kg/亩,2025-05-08,赵六
FR00738,P0378,有机肥,有机肥料,43kg/亩,2025-03-15,张三
FR00739,P0378,生物菌肥,生物肥料,69kg/亩,2025-05-22,王五
FR00740,P0378,生物菌肥,生物肥料,72kg/亩,2025-03-26,吴十
FR00741,P0379,有机肥,有机肥料,98kg/亩,2025-08-06,吴十
FR00742,P0379,氮肥,化学肥料,54kg/亩,2025-05-16,孙八
FR00743,P0380,叶面肥,化学肥料,65kg/亩,2025-06-27,钱七
FR00744,P0380,生物菌肥,生物肥料,53kg/亩,2025-08-27,钱七
FR00745,P0381,生物菌肥,生物肥料,42kg/亩,2025-06-07,孙八
FR00746,P0382,有机肥,有机肥料,32kg/亩,2025-08-02,王五
FR00747,P0382,钾肥,化学肥料,67kg/亩,2025-05-21,赵六
FR00748,P0382,磷肥,化学肥料,92kg/亩,2025-06-07,陈十二
FR00749,P0383,叶面肥,化学肥料,73kg/亩,2025-05-23,王五
FR00750,P0383,叶面肥,化学肥料,91kg/亩,2025-04-18,张三
FR00751,P0384,腐殖酸肥,有机肥料,41kg/亩,2025-06-21,郑十一
FR00752,P0384,氮肥,化学肥料,44kg/亩,2025-05-25,钱七
FR00753,P0384,复合肥,化学肥料,73kg/亩,2025-04-25,李四
FR00754,P0385,叶面肥,化学肥料,76kg/亩,2025-06-05,郑十一
FR00755,P0385,有机肥,有机肥料,75kg/亩,2025-08-04,钱七
FR00756,P0385,有机肥,有机肥料,52kg/亩,2025-06-25,郑十一
FR00757,P0386,磷肥,化学肥料,51kg/亩,2025-06-08,王五
FR00758,P0386,生物菌肥,生物肥料,40kg/亩,2025-05-16,周九
FR00759,P0387,腐殖酸肥,有机肥料,53kg/亩,2025-08-25,吴十
FR00760,P0387,钾肥,化学肥料,80kg/亩,2025-07-23,周九
FR00761,P0388,腐殖酸肥,有机肥料,82kg/亩,2025-04-07,钱七
FR00762,P0388,腐殖酸肥,有机肥料,37kg/亩,2025-08-12,张三
FR00763,P0389,腐殖酸肥,有机肥料,63kg/亩,2025-05-04,陈十二
FR00764,P0390,生物菌肥,生物肥料,42kg/亩,2025-08-22,赵六
FR00765,P0391,生物菌肥,生物肥料,53kg/亩,2025-06-19,钱七
FR00766,P0391,氮肥,化学肥料,66kg/亩,2025-08-06,赵六
FR00767,P0392,氮肥,化学肥料,88kg/亩,2025-06-02,周九
FR00768,P0393,腐殖酸肥,有机肥料,78kg/亩,2025-06-27,李四
FR00769,P0393,钾肥,化学肥料,100kg/亩,2025-06-21,赵六
FR00770,P0393,有机肥,有机肥料,31kg/亩,2025-07-08,张三
FR00771,P0394,钾肥,化学肥料,43kg/亩,2025-03-10,吴十
FR00772,P0394,钾肥,化学肥料,38kg/亩,2025-06-11,李四
FR00773,P0395,复合肥,化学肥料,84kg/亩,2025-06-28,郑十一
FR00774,P0395,叶面肥,化学肥料,71kg/亩,2025-06-18,李四
FR00775,P0395,钾肥,化学肥料,32kg/亩,2025-05-25,孙八
FR00776,P0396,有机肥,有机肥料,67kg/亩,2025-04-24,李四
FR00777,P0396,有机肥,有机肥料,77kg/亩,2025-03-14,赵六
FR00778,P0396,磷肥,化学肥料,76kg/亩,2025-08-22,陈十二
FR00779,P0397,生物菌肥,生物肥料,53kg/亩,2025-04-07,郑十一
FR00780,P0397,钾肥,化学肥料,64kg/亩,2025-07-24,周九
FR00781,P0398,腐殖酸肥,有机肥料,60kg/亩,2025-06-26,吴十
FR00782,P0399,钾肥,化学肥料,79kg/亩,2025-04-02,钱七
FR00783,P0399,生物菌肥,生物肥料,74kg/亩,2025-08-16,李四
FR00784,P0399,腐殖酸肥,有机肥料,94kg/亩,2025-03-25,陈十二
FR00785,P0400,生物菌肥,生物肥料,40kg/亩,2025-05-18,陈十二
FR00786,P0401,生物菌肥,生物肥料,98kg/亩,2025-07-08,李四
FR00787,P0401,腐殖酸肥,有机肥料,41kg/亩,2025-07-03,王五
FR00788,P0402,叶面肥,化学肥料,82kg/亩,2025-03-26,张三
FR00789,P0402,腐殖酸肥,有机肥料,97kg/亩,2025-03-21,陈十二
FR00790,P0402,生物菌肥,生物肥料,71kg/亩,2025-08-10,周九
FR00791,P0403,生物菌肥,生物肥料,34kg/亩,2025-07-27,钱七
FR00792,P0404,磷肥,化学肥料,41kg/亩,2025-05-20,周九
FR00793,P0404,复合肥,化学肥料,81kg/亩,2025-05-06,李四
FR00794,P0404,生物菌肥,生物肥料,80kg/亩,2025-07-05,郑十一
FR00795,P0405,生物菌肥,生物肥料,44kg/亩,2025-07-13,吴十
FR00796,P0405,钾肥,化学肥料,65kg/亩,2025-06-07,孙八
FR00797,P0405,磷肥,化学肥料,78kg/亩,2025-03-02,周九
FR00798,P0406,腐殖酸肥,有机肥料,35kg/亩,2025-03-17,李四
FR00799,P0406,磷肥,化学肥料,36kg/亩,2025-06-21,孙八
FR00800,P0406,氮肥,化学肥料,37kg/亩,2025-05-27,孙八
FR00801,P0407,有机肥,有机肥料,64kg/亩,2025-07-25,钱七
FR00802,P0407,有机肥,有机肥料,86kg/亩,2025-07-15,钱七
FR00803,P0408,有机肥,有机肥料,73kg/亩,2025-08-03,钱七
FR00804,P0409,磷肥,化学肥料,72kg/亩,2025-05-16,孙八
FR00805,P0410,生物菌肥,生物肥料,36kg/亩,2025-04-18,孙八
FR00806,P0410,氮肥,化学肥料,78kg/亩,2025-08-09,李四
FR00807,P0411,叶面肥,化学肥料,34kg/亩,2025-06-17,孙八
FR00808,P0412,复合肥,化学肥料,100kg/亩,2025-08-11,赵六
FR00809,P0413,腐殖酸肥,有机肥料,39kg/亩,2025-06-27,李四
FR00810,P0413,腐殖酸肥,有机肥料,67kg/亩,2025-06-09,陈十二
FR00811,P0413,钾肥,化学肥料,43kg/亩,2025-03-23,孙八
FR00812,P0414,有机肥,有机肥料,55kg/亩,2025-03-04,王五
FR00813,P0414,复合肥,化学肥料,92kg/亩,2025-07-17,周九
FR00814,P0415,复合肥,化学肥料,45kg/亩,2025-03-28,赵六
FR00815,P0416,复合肥,化学肥料,98kg/亩,2025-04-16,陈十二
FR00816,P0416,钾肥,化学肥料,45kg/亩,2025-08-10,钱七
FR00817,P0416,氮肥,化学肥料,33kg/亩,2025-07-21,孙八
FR00818,P0417,磷肥,化学肥料,82kg/亩,2025-06-19,王五
FR00819,P0418,叶面肥,化学肥料,49kg/亩,2025-07-20,吴十
FR00820,P0418,腐殖酸肥,有机肥料,92kg/亩,2025-08-02,赵六
FR00821,P0418,氮肥,化学肥料,88kg/亩,2025-08-16,吴十
FR00822,P0419,磷肥,化学肥料,90kg/亩,2025-05-23,赵六
FR00823,P0420,钾肥,化学肥料,95kg/亩,2025-07-23,吴十
FR00824,P0420,腐殖酸肥,有机肥料,31kg/亩,2025-03-13,王五
FR00825,P0421,叶面肥,化学肥料,30kg/亩,2025-06-26,孙八
FR00826,P0422,有机肥,有机肥料,73kg/亩,2025-03-13,李四
FR00827,P0422,生物菌肥,生物肥料,50kg/亩,2025-08-12,王五
FR00828,P0422,复合肥,化学肥料,35kg/亩,2025-05-28,李四
FR00829,P0423,叶面肥,化学肥料,66kg/亩,2025-08-16,郑十一
FR00830,P0424,钾肥,化学肥料,44kg/亩,2025-05-27,郑十一
FR00831,P0425,磷肥,化学肥料,99kg/亩,2025-07-24,孙八
FR00832,P0425,磷肥,化学肥料,62kg/亩,2025-05-28,郑十一
FR00833,P0425,复合肥,化学肥料,40kg/亩,2025-03-03,吴十
FR00834,P0426,叶面肥,化学肥料,61kg/亩,2025-06-26,钱七
FR00835,P0426,叶面肥,化学肥料,97kg/亩,2025-03-09,陈十二
FR00836,P0427,磷肥,化学肥料,53kg/亩,2025-03-06,钱七
FR00837,P0427,生物菌肥,生物肥料,77kg/亩,2025-08-15,吴十
FR00838,P0428,氮肥,化学肥料,95kg/亩,2025-03-24,钱七
FR00839,P0428,叶面肥,化学肥料,43kg/亩,2025-05-05,张三
FR00840,P0428,生物菌肥,生物肥料,76kg/亩,2025-08-12,陈十二
FR00841,P0429,生物菌肥,生物肥料,36kg/亩,2025-05-05,吴十
FR00842,P0430,生物菌肥,生物肥料,74kg/亩,2025-03-26,钱七
FR00843,P0431,复合肥,化学肥料,32kg/亩,2025-05-06,张三
FR00844,P0432,腐殖酸肥,有机肥料,94kg/亩,2025-08-08,王五
FR00845,P0433,钾肥,化学肥料,63kg/亩,2025-04-15,赵六
FR00846,P0434,复合肥,化学肥料,89kg/亩,2025-08-19,陈十二
FR00847,P0435,生物菌肥,生物肥料,65kg/亩,2025-08-16,张三
FR00848,P0435,氮肥,化学肥料,35kg/亩,2025-07-13,郑十一
FR00849,P0436,生物菌肥,生物肥料,55kg/亩,2025-06-13,郑十一
FR00850,P0437,腐殖酸肥,有机肥料,94kg/亩,2025-03-23,郑十一
FR00851,P0437,磷肥,化学肥料,59kg/亩,2025-07-13,李四
FR00852,P0438,磷肥,化学肥料,57kg/亩,2025-07-14,李四
FR00853,P0438,生物菌肥,生物肥料,99kg/亩,2025-06-20,张三
FR00854,P0439,有机肥,有机肥料,48kg/亩,2025-04-06,王五
FR00855,P0440,磷肥,化学肥料,88kg/亩,2025-03-03,张三
FR00856,P0440,有机肥,有机肥料,35kg/亩,2025-07-23,李四
FR00857,P0440,生物菌肥,生物肥料,99kg/亩,2025-06-25,陈十二
FR00858,P0441,有机肥,有机肥料,44kg/亩,2025-08-12,钱七
FR00859,P0441,磷肥,化学肥料,59kg/亩,2025-05-10,郑十一
FR00860,P0442,磷肥,化学肥料,72kg/亩,2025-05-19,张三
FR00861,P0443,复合肥,化学肥料,47kg/亩,2025-07-16,钱七
FR00862,P0443,生物菌肥,生物肥料,39kg/亩,2025-03-03,吴十
FR00863,P0444,磷肥,化学肥料,89kg/亩,2025-08-09,李四
FR00864,P0445,有机肥,有机肥料,50kg/亩,2025-05-18,吴十
FR00865,P0445,复合肥,化学肥料,67kg/亩,2025-03-18,吴十
FR00866,P0446,有机肥,有机肥料,94kg/亩,2025-08-20,张三
FR00867,P0446,复合肥,化学肥料,40kg/亩,2025-04-11,孙八
FR00868,P0446,腐殖酸肥,有机肥料,90kg/亩,2025-04-12,吴十
FR00869,P0447,叶面肥,化学肥料,86kg/亩,2025-05-22,赵六
FR00870,P0448,腐殖酸肥,有机肥料,58kg/亩,2025-05-17,钱七
FR00871,P0449,生物菌肥,生物肥料,37kg/亩,2025-06-15,李四
FR00872,P0450,氮肥,化学肥料,50kg/亩,2025-08-18,周九
FR00873,P0451,生物菌肥,生物肥料,91kg/亩,2025-05-04,张三
FR00874,P0451,复合肥,化学肥料,50kg/亩,2025-06-12,钱七
FR00875,P0451,生物菌肥,生物肥料,80kg/亩,2025-05-05,陈十二
FR00876,P0452,腐殖酸肥,有机肥料,70kg/亩,2025-08-17,钱七
FR00877,P0452,氮肥,化学肥料,85kg/亩,2025-08-06,张三
FR00878,P0452,叶面肥,化学肥料,58kg/亩,2025-06-01,张三
FR00879,P0453,氮肥,化学肥料,71kg/亩,2025-08-08,吴十
FR00880,P0453,生物菌肥,生物肥料,77kg/亩,2025-07-24,钱七
FR00881,P0454,腐殖酸肥,有机肥料,62kg/亩,2025-04-03,钱七
FR00882,P0454,氮肥,化学肥料,71kg/亩,2025-04-10,吴十
FR00883,P0454,复合肥,化学肥料,90kg/亩,2025-08-27,王五
FR00884,P0455,腐殖酸肥,有机肥料,64kg/亩,2025-08-21,王五
FR00885,P0456,复合肥,化学肥料,75kg/亩,2025-04-03,郑十一
FR00886,P0456,叶面肥,化学肥料,36kg/亩,2025-08-06,郑十一
FR00887,P0457,叶面肥,化学肥料,67kg/亩,2025-03-13,张三
FR00888,P0457,叶面肥,化学肥料,75kg/亩,2025-03-02,赵六
FR00889,P0458,磷肥,化学肥料,95kg/亩,2025-08-25,郑十一
FR00890,P0459,磷肥,化学肥料,89kg/亩,2025-03-24,李四
FR00891,P0459,氮肥,化学肥料,72kg/亩,2025-07-12,赵六
FR00892,P0459,生物菌肥,生物肥料,72kg/亩,2025-07-13,李四
FR00893,P0460,有机肥,有机肥料,95kg/亩,2025-08-20,孙八
FR00894,P0460,有机肥,有机肥料,79kg/亩,2025-08-15,孙八
FR00895,P0461,磷肥,化学肥料,86kg/亩,2025-06-22,周九
FR00896,P0461,腐殖酸肥,有机肥料,87kg/亩,2025-06-22,钱七
FR00897,P0461,有机肥,有机肥料,96kg/亩,2025-03-01,孙八
FR00898,P0462,生物菌肥,生物肥料,91kg/亩,2025-08-28,郑十一
FR00899,P0463,复合肥,化学肥料,77kg/亩,2025-06-25,陈十二
FR00900,P0463,叶面肥,化学肥料,99kg/亩,2025-05-13,王五
FR00901,P0463,磷肥,化学肥料,43kg/亩,2025-05-16,赵六
FR00902,P0464,磷肥,化学肥料,74kg/亩,2025-04-01,陈十二
FR00903,P0464,叶面肥,化学肥料,73kg/亩,2025-05-25,李四
FR00904,P0464,有机肥,有机肥料,48kg/亩,2025-04-23,周九
FR00905,P0465,氮肥,化学肥料,72kg/亩,2025-04-06,吴十
FR00906,P0465,叶面肥,化学肥料,63kg/亩,2025-04-23,李四
FR00907,P0466,钾肥,化学肥料,86kg/亩,2025-05-05,钱七
FR00908,P0466,叶面肥,化学肥料,72kg/亩,2025-05-20,吴十
FR00909,P0466,磷肥,化学肥料,68kg/亩,2025-05-14,陈十二
FR00910,P0467,腐殖酸肥,有机肥料,48kg/亩,2025-04-26,赵六
FR00911,P0468,钾肥,化学肥料,34kg/亩,2025-06-27,王五
FR00912,P0469,氮肥,化学肥料,68kg/亩,2025-05-18,吴十
FR00913,P0470,钾肥,化学肥料,70kg/亩,2025-05-11,周九
FR00914,P0470,复合肥,化学肥料,84kg/亩,2025-07-28,钱七
FR00915,P0470,腐殖酸肥,有机肥料,64kg/亩,2025-06-05,钱七
FR00916,P0471,氮肥,化学肥料,93kg/亩,2025-08-22,李四
FR00917,P0471,腐殖酸肥,有机肥料,86kg/亩,2025-03-11,李四
FR00918,P0472,腐殖酸肥,有机肥料,51kg/亩,2025-05-04,赵六
FR00919,P0472,叶面肥,化学肥料,66kg/亩,2025-05-15,张三
FR00920,P0473,复合肥,化学肥料,73kg/亩,2025-04-10,周九
FR00921,P0473,磷肥,化学肥料,46kg/亩,2025-07-05,陈十二
FR00922,P0473,复合肥,化学肥料,92kg/亩,2025-06-02,赵六
FR00923,P0474,腐殖酸肥,有机肥料,63kg/亩,2025-03-26,张三
FR00924,P0474,氮肥,化学肥料,73kg/亩,2025-06-02,吴十
FR00925,P0474,腐殖酸肥,有机肥料,73kg/亩,2025-08-19,周九
FR00926,P0475,生物菌肥,生物肥料,81kg/亩,2025-05-19,钱七
FR00927,P0475,叶面肥,化学肥料,42kg/亩,2025-06-16,郑十一
FR00928,P0475,复合肥,化学肥料,32kg/亩,2025-05-15,赵六
FR00929,P0476,复合肥,化学肥料,59kg/亩,2025-06-07,陈十二
FR00930,P0476,腐殖酸肥,有机肥料,63kg/亩,2025-04-04,李四
FR00931,P0476,氮肥,化学肥料,89kg/亩,2025-05-03,张三
FR00932,P0477,复合肥,化学肥料,89kg/亩,2025-06-14,钱七
FR00933,P0478,生物菌肥,生物肥料,60kg/亩,2025-07-25,赵六
FR00934,P0478,腐殖酸肥,有机肥料,50kg/亩,2025-04-13,周九
FR00935,P0479,腐殖酸肥,有机肥料,34kg/亩,2025-03-09,钱七
FR00936,P0480,有机肥,有机肥料,51kg/亩,2025-03-24,张三
FR00937,P0480,叶面肥,化学肥料,88kg/亩,2025-05-09,郑十一
FR00938,P0481,有机肥,有机肥料,39kg/亩,2025-07-15,李四
FR00939,P0482,氮肥,化学肥料,78kg/亩,2025-03-01,吴十
FR00940,P0482,生物菌肥,生物肥料,86kg/亩,2025-05-13,陈十二
FR00941,P0483,磷肥,化学肥料,64kg/亩,2025-04-28,赵六
FR00942,P0484,叶面肥,化学肥料,94kg/亩,2025-07-12,孙八
FR00943,P0484,氮肥,化学肥料,31kg/亩,2025-06-03,周九
FR00944,P0485,氮肥,化学肥料,49kg/亩,2025-08-24,陈十二
FR00945,P0486,磷肥,化学肥料,52kg/亩,2025-07-15,孙八
FR00946,P0486,钾肥,化学肥料,59kg/亩,2025-07-17,钱七
FR00947,P0487,复合肥,化学肥料,50kg/亩,2025-08-02,钱七
FR00948,P0487,氮肥,化学肥料,39kg/亩,2025-03-16,张三
FR00949,P0487,磷肥,化学肥料,57kg/亩,2025-07-15,孙八
FR00950,P0488,氮肥,化学肥料,84kg/亩,2025-05-03,钱七
FR00951,P0489,生物菌肥,生物肥料,80kg/亩,2025-06-26,孙八
FR00952,P0489,生物菌肥,生物肥料,52kg/亩,2025-04-05,吴十
FR00953,P0489,叶面肥,化学肥料,56kg/亩,2025-05-02,李四
FR00954,P0490,有机肥,有机肥料,97kg/亩,2025-07-12,周九
FR00955,P0490,叶面肥,化学肥料,51kg/亩,2025-06-26,张三
FR00956,P0490,复合肥,化学肥料,44kg/亩,2025-06-28,李四
FR00957,P0491,叶面肥,化学肥料,77kg/亩,2025-06-11,张三
FR00958,P0491,磷肥,化学肥料,100kg/亩,2025-04-23,郑十一
FR00959,P0491,复合肥,化学肥料,91kg/亩,2025-06-18,周九
FR00960,P0492,钾肥,化学肥料,47kg/亩,2025-08-18,陈十二
FR00961,P0492,钾肥,化学肥料,100kg/亩,2025-07-09,孙八
FR00962,P0493,生物菌肥,生物肥料,54kg/亩,2025-06-16,张三
FR00963,P0494,磷肥,化学肥料,78kg/亩,2025-03-05,赵六
FR00964,P0494,有机肥,有机肥料,89kg/亩,2025-05-19,陈十二
FR00965,P0494,叶面肥,化学肥料,72kg/亩,2025-08-22,孙八
FR00966,P0495,氮肥,化学肥料,77kg/亩,2025-05-01,郑十一
FR00967,P0495,有机肥,有机肥料,40kg/亩,2025-07-06,陈十二
FR00968,P0495,生物菌肥,生物肥料,30kg/亩,2025-04-01,李四
FR00969,P0496,有机肥,有机肥料,56kg/亩,2025-06-26,赵六
FR00970,P0496,腐殖酸肥,有机肥料,46kg/亩,2025-08-17,赵六
FR00971,P0497,复合肥,化学肥料,90kg/亩,2025-04-05,孙八
FR00972,P0497,磷肥,化学肥料,87kg/亩,2025-06-21,郑十一
FR00973,P0498,钾肥,化学肥料,33kg/亩,2025-08-01,郑十一
FR00974,P0498,有机肥,有机肥料,71kg/亩,2025-07-11,张三
FR00975,P0498,钾肥,化学肥料,47kg/亩,2025-05-27,张三
FR00976,P0499,生物菌肥,生物肥料,30kg/亩,2025-08-19,赵六
FR00977,P0500,叶面肥,化学肥料,100kg/亩,2025-05-04,钱七
FR00978,P0500,磷肥,化学肥料,58kg/亩,2025-03-17,钱七
FR00979,P0500,复合肥,化学肥料,86kg/亩,2025-03-26,赵六
FR00980,P0501,叶面肥,化学肥料,49kg/亩,2025-06-11,周九
FR00981,P0502,生物菌肥,生物肥料,47kg/亩,2025-08-15,钱七
FR00982,P0502,氮肥,化学肥料,72kg/亩,2025-03-06,赵六
FR00983,P0502,磷肥,化学肥料,84kg/亩,2025-03-28,周九
FR00984,P0503,氮肥,化学肥料,37kg/亩,2025-06-19,孙八
FR00985,P0503,氮肥,化学肥料,77kg/亩,2025-03-22,陈十二
FR00986,P0503,氮肥,化学肥料,72kg/亩,2025-05-25,吴十
FR00987,P0504,腐殖酸肥,有机肥料,35kg/亩,2025-05-27,王五
FR00988,P0505,叶面肥,化学肥料,69kg/亩,2025-06-24,王五
FR00989,P0506,氮肥,化学肥料,69kg/亩,2025-05-16,李四
FR00990,P0506,叶面肥,化学肥料,94kg/亩,2025-07-19,陈十二
FR00991,P0506,叶面肥,化学肥料,39kg/亩,2025-07-02,李四
FR00992,P0507,有机肥,有机肥料,33kg/亩,2025-03-24,孙八
FR00993,P0508,叶面肥,化学肥料,51kg/亩,2025-07-27,孙八
FR00994,P0508,有机肥,有机肥料,41kg/亩,2025-08-04,钱七
FR00995,P0508,生物菌肥,生物肥料,93kg/亩,2025-05-25,陈十二
FR00996,P0509,复合肥,化学肥料,32kg/亩,2025-03-21,张三
FR00997,P0509,钾肥,化学肥料,43kg/亩,2025-05-27,吴十
FR00998,P0509,氮肥,化学肥料,68kg/亩,2025-08-06,钱七
FR00999,P0510,复合肥,化学肥料,40kg/亩,2025-07-08,郑十一
FR01000,P0510,叶面肥,化学肥料,80kg/亩,2025-05-20,王五
FR01001,P0511,磷肥,化学肥料,92kg/亩,2025-07-10,周九
FR01002,P0511,生物菌肥,生物肥料,40kg/亩,2025-05-01,孙八
FR01003,P0512,氮肥,化学肥料,36kg/亩,2025-08-17,李四
FR01004,P0513,叶面肥,化学肥料,81kg/亩,2025-05-16,钱七
FR01005,P0513,腐殖酸肥,有机肥料,92kg/亩,2025-07-06,赵六
FR01006,P0514,磷肥,化学肥料,41kg/亩,2025-07-25,赵六
FR01007,P0514,磷肥,化学肥料,46kg/亩,2025-03-04,孙八
FR01008,P0515,复合肥,化学肥料,53kg/亩,2025-04-09,张三
FR01009,P0516,有机肥,有机肥料,82kg/亩,2025-03-02,张三
FR01010,P0517,氮肥,化学肥料,79kg/亩,2025-06-05,李四
FR01011,P0517,叶面肥,化学肥料,64kg/亩,2025-07-26,孙八
FR01012,P0518,腐殖酸肥,有机肥料,32kg/亩,2025-05-05,赵六
FR01013,P0518,磷肥,化学肥料,75kg/亩,2025-08-24,李四
FR01014,P0519,钾肥,化学肥料,41kg/亩,2025-08-04,吴十
FR01015,P0519,有机肥,有机肥料,80kg/亩,2025-07-22,赵六
FR01016,P0520,氮肥,化学肥料,92kg/亩,2025-03-17,周九
FR01017,P0520,钾肥,化学肥料,96kg/亩,2025-05-20,钱七
FR01018,P0521,氮肥,化学肥料,33kg/亩,2025-03-24,周九
FR01019,P0521,磷肥,化学肥料,67kg/亩,2025-07-28,王五
FR01020,P0521,腐殖酸肥,有机肥料,97kg/亩,2025-04-10,赵六
FR01021,P0522,有机肥,有机肥料,70kg/亩,2025-07-08,陈十二
FR01022,P0522,钾肥,化学肥料,76kg/亩,2025-05-13,陈十二
FR01023,P0522,腐殖酸肥,有机肥料,38kg/亩,2025-07-20,张三
FR01024,P0523,腐殖酸肥,有机肥料,85kg/亩,2025-03-08,周九
FR01025,P0524,生物菌肥,生物肥料,59kg/亩,2025-05-17,钱七
FR01026,P0524,腐殖酸肥,有机肥料,45kg/亩,2025-06-09,钱七
FR01027,P0524,生物菌肥,生物肥料,59kg/亩,2025-07-22,钱七
FR01028,P0525,叶面肥,化学肥料,64kg/亩,2025-07-26,王五
FR01029,P0525,腐殖酸肥,有机肥料,75kg/亩,2025-08-13,周九
FR01030,P0526,有机肥,有机肥料,66kg/亩,2025-06-24,王五
FR01031,P0526,有机肥,有机肥料,40kg/亩,2025-05-03,钱七
FR01032,P0527,钾肥,化学肥料,94kg/亩,2025-03-18,陈十二
FR01033,P0527,腐殖酸肥,有机肥料,67kg/亩,2025-07-05,钱七
FR01034,P0528,复合肥,化学肥料,49kg/亩,2025-08-19,王五
FR01035,P0528,氮肥,化学肥料,32kg/亩,2025-05-06,郑十一
FR01036,P0528,钾肥,化学肥料,38kg/亩,2025-04-12,孙八
FR01037,P0529,复合肥,化学肥料,95kg/亩,2025-03-08,钱七
FR01038,P0529,腐殖酸肥,有机肥料,80kg/亩,2025-03-15,张三
FR01039,P0529,复合肥,化学肥料,99kg/亩,2025-04-24,吴十
FR01040,P0530,钾肥,化学肥料,62kg/亩,2025-03-19,郑十一
FR01041,P0530,磷肥,化学肥料,90kg/亩,2025-07-06,钱七
FR01042,P0531,叶面肥,化学肥料,39kg/亩,2025-04-17,赵六
FR01043,P0532,叶面肥,化学肥料,48kg/亩,2025-03-07,李四
FR01044,P0533,叶面肥,化学肥料,46kg/亩,2025-05-13,孙八
FR01045,P0534,氮肥,化学肥料,57kg/亩,2025-07-16,钱七
FR01046,P0534,复合肥,化学肥料,36kg/亩,2025-07-28,陈十二
FR01047,P0535,复合肥,化学肥料,76kg/亩,2025-06-12,孙八
FR01048,P0536,钾肥,化学肥料,82kg/亩,2025-05-27,吴十
FR01049,P0537,生物菌肥,生物肥料,95kg/亩,2025-07-25,郑十一
FR01050,P0538,磷肥,化学肥料,86kg/亩,2025-04-13,钱七
FR01051,P0538,叶面肥,化学肥料,94kg/亩,2025-04-26,李四
FR01052,P0539,腐殖酸肥,有机肥料,34kg/亩,2025-08-06,陈十二
FR01053,P0539,腐殖酸肥,有机肥料,45kg/亩,2025-08-20,陈十二
FR01054,P0539,钾肥,化学肥料,78kg/亩,2025-06-28,孙八
FR01055,P0540,腐殖酸肥,有机肥料,45kg/亩,2025-04-12,郑十一
FR01056,P0540,叶面肥,化学肥料,50kg/亩,2025-07-21,陈十二
FR01057,P0540,复合肥,化学肥料,98kg/亩,2025-05-16,周九
FR01058,P0541,叶面肥,化学肥料,69kg/亩,2025-04-07,张三
FR01059,P0541,磷肥,化学肥料,74kg/亩,2025-03-28,张三
FR01060,P0541,有机肥,有机肥料,67kg/亩,2025-06-04,王五
FR01061,P0542,生物菌肥,生物肥料,90kg/亩,2025-03-13,张三
FR01062,P0543,磷肥,化学肥料,56kg/亩,2025-04-02,郑十一
FR01063,P0543,磷肥,化学肥料,68kg/亩,2025-07-25,周九
FR01064,P0543,叶面肥,化学肥料,99kg/亩,2025-07-03,吴十
FR01065,P0544,腐殖酸肥,有机肥料,100kg/亩,2025-07-15,周九
FR01066,P0544,生物菌肥,生物肥料,100kg/亩,2025-05-28,张三
FR01067,P0545,复合肥,化学肥料,33kg/亩,2025-08-25,王五
FR01068,P0546,腐殖酸肥,有机肥料,70kg/亩,2025-04-23,钱七
FR01069,P0546,氮肥,化学肥料,52kg/亩,2025-08-16,赵六
FR01070,P0546,钾肥,化学肥料,85kg/亩,2025-03-14,钱七
FR01071,P0547,腐殖酸肥,有机肥料,82kg/亩,2025-05-16,孙八
FR01072,P0547,磷肥,化学肥料,56kg/亩,2025-07-17,钱七
FR01073,P0547,叶面肥,化学肥料,38kg/亩,2025-03-25,李四
FR01074,P0548,叶面肥,化学肥料,56kg/亩,2025-03-17,周九
FR01075,P0548,氮肥,化学肥料,87kg/亩,2025-08-06,周九
FR01076,P0548,生物菌肥,生物肥料,90kg/亩,2025-06-26,李四
FR01077,P0549,生物菌肥,生物肥料,63kg/亩,2025-04-14,王五
FR01078,P0549,生物菌肥,生物肥料,83kg/亩,2025-08-21,赵六
FR01079,P0549,氮肥,化学肥料,93kg/亩,2025-05-19,钱七
FR01080,P0550,腐殖酸肥,有机肥料,51kg/亩,2025-04-25,郑十一
FR01081,P0551,腐殖酸肥,有机肥料,30kg/亩,2025-05-28,周九
FR01082,P0552,磷肥,化学肥料,71kg/亩,2025-05-03,钱七
