record_id,product_id,farm_name,farm_location,start_date,end_date,soil_ph,temperature_range,humidity_range,qualified
PL0464,P0464,湖北武汉农业园,湖北省武汉市,2025-03-13,2025-05-19,6.9,18-31℃,63-78%,true
PL0465,P0465,陕西洛川苹果基地,陕西省洛川县,2025-03-02,2025-07-01,6.5,11-30℃,56-80%,true
PL0466,P0466,广西百色芒果园,广西百色市,2025-05-07,2025-09-20,7.0,17-31℃,63-76%,true
PL0467,P0467,山东潍坊蔬菜园,山东省潍坊市,2025-01-22,2025-06-13,6.1,17-32℃,62-81%,true
PL0468,P0468,辽宁丹东草莓园,辽宁省丹东市,2025-04-22,2025-06-11,7.5,17-33℃,53-78%,true
PL0469,P0469,广西百色芒果园,广西百色市,2025-03-07,2025-05-13,6.7,15-25℃,65-88%,true
PL0470,P0470,陕西洛川苹果基地,陕西省洛川县,2025-01-06,2025-06-16,6.3,12-32℃,59-74%,true
PL0471,P0471,浙江杭州茶园,浙江省杭州市,2025-06-07,2025-11-24,6.7,16-27℃,52-76%,true
PL0472,P0472,浙江杭州茶园,浙江省杭州市,2025-03-25,2025-06-06,6.8,14-30℃,56-74%,true
PL0473,P0473,河北廊坊蔬菜基地,河北省廊坊市,2025-01-09,2025-04-13,7.1,11-26℃,64-73%,true
PL0474,P0474,湖北武汉农业园,湖北省武汉市,2025-05-10,2025-08-23,5.6,16-27℃,55-77%,true
PL0475,P0475,湖北武汉农业园,湖北省武汉市,2025-02-04,2025-07-01,7.2,20-33℃,57-72%,true
PL0476,P0476,浙江杭州茶园,浙江省杭州市,2025-04-07,2025-09-02,5.7,13-28℃,51-74%,true
PL0477,P0477,江西赣南脐橙园,江西省赣州市,2025-06-27,2025-11-03,6.9,11-34℃,57-87%,true
PL0478,P0478,四川成都蔬菜基地,四川省成都市,2025-03-12,2025-06-26,5.6,12-31℃,63-76%,true
PL0479,P0479,河南周口种植基地,河南省周口市,2025-01-09,2025-05-04,5.5,18-34℃,57-80%,true
PL0480,P0480,内蒙古土豆农场,内蒙古乌兰察布,2025-02-12,2025-05-24,6.5,10-28℃,63-85%,true
PL0481,P0481,湖北武汉农业园,湖北省武汉市,2025-06-19,2025-09-20,7.5,14-25℃,50-76%,true
PL0482,P0482,山东寿光绿色农场,山东省寿光市,2025-02-04,2025-04-05,6.8,19-33℃,57-74%,true
PL0483,P0483,云南昆明花卉基地,云南省昆明市,2025-02-27,2025-06-19,5.7,13-35℃,50-88%,true
PL0484,P0484,江西赣南脐橙园,江西省赣州市,2025-06-21,2025-08-28,7.0,12-33℃,56-72%,true
PL0485,P0485,湖北武汉农业园,湖北省武汉市,2025-04-05,2025-07-19,6.9,16-35℃,65-80%,true
PL0486,P0486,湖北武汉农业园,湖北省武汉市,2025-04-11,2025-09-11,7.0,11-32℃,62-82%,true
PL0487,P0487,辽宁丹东草莓园,辽宁省丹东市,2025-02-24,2025-04-05,6.5,13-30℃,50-82%,true
PL0488,P0488,四川成都蔬菜基地,四川省成都市,2025-02-03,2025-07-19,5.9,14-33℃,53-90%,true
PL0489,P0489,河南周口种植基地,河南省周口市,2025-05-26,2025-09-24,7.3,19-30℃,56-74%,true
PL0490,P0490,广西百色芒果园,广西百色市,2025-01-05,2025-03-24,7.4,13-29℃,53-87%,true
PL0491,P0491,河南周口种植基地,河南省周口市,2025-02-05,2025-06-04,6.5,20-29℃,50-82%,true
PL0492,P0492,陕西洛川苹果基地,陕西省洛川县,2025-02-22,2025-04-13,7.4,13-32℃,61-86%,true
PL0493,P0493,四川成都蔬菜基地,四川省成都市,2025-03-28,2025-05-11,6.2,10-30℃,56-71%,true
PL0494,P0494,黑龙江五常米业,黑龙江省五常市,2025-05-05,2025-09-23,5.7,15-27℃,61-85%,true
PL0495,P0495,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-05-14,2025-07-08,6.4,15-26℃,55-90%,true
PL0496,P0496,黑龙江五常米业,黑龙江省五常市,2025-03-23,2025-08-28,6.0,14-31℃,60-80%,true
PL0497,P0497,四川成都蔬菜基地,四川省成都市,2025-05-28,2025-09-21,6.1,15-33℃,63-88%,true
PL0498,P0498,湖北武汉农业园,湖北省武汉市,2025-04-20,2025-06-28,5.8,15-33℃,62-89%,true
PL0499,P0499,湖北武汉农业园,湖北省武汉市,2025-01-19,2025-04-03,7.3,10-33℃,53-82%,true
PL0500,P0500,黑龙江五常米业,黑龙江省五常市,2025-06-13,2025-11-20,6.9,10-30℃,61-90%,true
PL0501,P0501,内蒙古土豆农场,内蒙古乌兰察布,2025-05-11,2025-09-25,6.4,16-25℃,65-75%,true
PL0502,P0502,云南昆明花卉基地,云南省昆明市,2025-01-15,2025-04-14,6.5,15-30℃,60-83%,true
PL0503,P0503,河北廊坊蔬菜基地,河北省廊坊市,2025-05-28,2025-08-01,6.3,15-25℃,56-80%,true
PL0504,P0504,陕西洛川苹果基地,陕西省洛川县,2025-03-17,2025-06-12,6.9,13-27℃,58-79%,true
PL0505,P0505,云南昆明花卉基地,云南省昆明市,2025-01-09,2025-05-01,6.0,14-27℃,60-89%,true
PL0506,P0506,湖北武汉农业园,湖北省武汉市,2025-01-03,2025-06-15,7.2,10-31℃,51-87%,false
PL0507,P0507,黑龙江五常米业,黑龙江省五常市,2025-06-23,2025-11-26,5.6,17-31℃,51-74%,true
PL0508,P0508,四川成都蔬菜基地,四川省成都市,2025-04-16,2025-09-11,6.6,18-26℃,60-88%,true
PL0509,P0509,山东潍坊蔬菜园,山东省潍坊市,2025-03-07,2025-08-13,5.9,14-29℃,62-77%,true
PL0510,P0510,四川成都蔬菜基地,四川省成都市,2025-03-12,2025-06-10,6.7,18-34℃,55-74%,true
PL0511,P0511,陕西洛川苹果基地,陕西省洛川县,2025-06-22,2025-08-27,7.5,18-29℃,59-75%,true
PL0512,P0512,云南昆明花卉基地,云南省昆明市,2025-02-10,2025-06-04,7.3,12-31℃,50-76%,true
PL0513,P0513,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-05-07,2025-10-18,5.8,18-28℃,60-86%,true
PL0514,P0514,四川成都蔬菜基地,四川省成都市,2025-05-13,2025-08-02,7.0,10-30℃,63-73%,true
PL0515,P0515,河南周口种植基地,河南省周口市,2025-06-03,2025-11-27,5.7,20-35℃,60-71%,true
PL0516,P0516,浙江杭州茶园,浙江省杭州市,2025-03-25,2025-06-08,5.6,18-31℃,63-70%,true
PL0517,P0517,河南周口种植基地,河南省周口市,2025-05-05,2025-09-14,6.2,18-33℃,50-78%,true
PL0518,P0518,山东寿光绿色农场,山东省寿光市,2025-05-22,2025-10-13,6.3,10-28℃,51-90%,true
PL0519,P0519,云南昆明花卉基地,云南省昆明市,2025-02-04,2025-05-23,6.2,20-34℃,56-90%,true
PL0520,P0520,黑龙江五常米业,黑龙江省五常市,2025-06-26,2025-10-04,6.1,19-35℃,56-90%,true
PL0521,P0521,山东潍坊蔬菜园,山东省潍坊市,2025-03-06,2025-08-03,6.2,16-30℃,52-88%,true
PL0522,P0522,江西赣南脐橙园,江西省赣州市,2025-01-16,2025-06-16,6.3,15-33℃,53-79%,true
PL0523,P0523,河北廊坊蔬菜基地,河北省廊坊市,2025-05-24,2025-07-15,7.0,10-27℃,57-84%,true
PL0524,P0524,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-03-19,2025-08-05,5.8,19-25℃,50-72%,true
PL0525,P0525,湖北武汉农业园,湖北省武汉市,2025-05-02,2025-09-15,6.1,20-25℃,52-90%,true
PL0526,P0526,云南昆明花卉基地,云南省昆明市,2025-05-28,2025-07-24,5.8,18-33℃,56-86%,true
PL0527,P0527,湖北武汉农业园,湖北省武汉市,2025-03-17,2025-08-20,7.5,14-30℃,62-90%,true
PL0528,P0528,河北廊坊蔬菜基地,河北省廊坊市,2025-05-25,2025-07-10,7.1,10-29℃,56-81%,true
PL0529,P0529,内蒙古土豆农场,内蒙古乌兰察布,2025-06-08,2025-10-15,6.1,14-35℃,63-71%,true
PL0530,P0530,河北廊坊蔬菜基地,河北省廊坊市,2025-06-09,2025-09-27,7.3,15-28℃,55-70%,true
PL0531,P0531,浙江杭州茶园,浙江省杭州市,2025-02-07,2025-06-17,5.8,17-30℃,59-90%,true
PL0532,P0532,山东潍坊蔬菜园,山东省潍坊市,2025-05-10,2025-10-26,7.1,19-30℃,56-78%,true
PL0533,P0533,云南昆明花卉基地,云南省昆明市,2025-04-12,2025-07-10,6.3,18-27℃,55-82%,true
PL0534,P0534,黑龙江五常米业,黑龙江省五常市,2025-03-06,2025-06-26,6.0,13-30℃,53-79%,true
PL0535,P0535,山东寿光绿色农场,山东省寿光市,2025-01-26,2025-03-13,5.6,14-33℃,64-78%,true
PL0536,P0536,辽宁丹东草莓园,辽宁省丹东市,2025-03-20,2025-07-12,7.3,10-30℃,61-81%,true
PL0537,P0537,四川成都蔬菜基地,四川省成都市,2025-06-23,2025-09-03,5.8,13-26℃,55-73%,true
PL0538,P0538,四川成都蔬菜基地,四川省成都市,2025-02-28,2025-05-01,5.9,18-27℃,54-82%,true
PL0539,P0539,江西赣南脐橙园,江西省赣州市,2025-06-03,2025-08-10,7.0,11-28℃,63-76%,true
PL0540,P0540,河南周口种植基地,河南省周口市,2025-05-08,2025-07-09,7.2,13-25℃,55-87%,true
PL0541,P0541,辽宁丹东草莓园,辽宁省丹东市,2025-03-08,2025-08-15,6.2,10-27℃,59-70%,true
PL0542,P0542,黑龙江五常米业,黑龙江省五常市,2025-06-10,2025-11-20,7.3,17-29℃,52-76%,true
PL0543,P0543,河南周口种植基地,河南省周口市,2025-04-13,2025-08-07,6.5,14-35℃,65-88%,true
PL0544,P0544,山东寿光绿色农场,山东省寿光市,2025-02-28,2025-05-13,5.7,10-31℃,58-82%,true
PL0545,P0545,山东潍坊蔬菜园,山东省潍坊市,2025-06-13,2025-10-25,5.6,11-27℃,57-89%,true
PL0546,P0546,山东潍坊蔬菜园,山东省潍坊市,2025-04-25,2025-09-01,6.3,11-27℃,58-87%,true
PL0547,P0547,辽宁丹东草莓园,辽宁省丹东市,2025-05-17,2025-10-19,6.3,12-28℃,58-70%,true
PL0548,P0548,河北廊坊蔬菜基地,河北省廊坊市,2025-05-26,2025-10-28,7.2,16-35℃,50-77%,true
PL0549,P0549,山东潍坊蔬菜园,山东省潍坊市,2025-01-07,2025-05-13,6.9,10-33℃,58-72%,true
PL0550,P0550,湖北武汉农业园,湖北省武汉市,2025-06-27,2025-08-23,6.8,19-33℃,60-70%,true
PL0551,P0551,山东潍坊蔬菜园,山东省潍坊市,2025-02-21,2025-07-23,7.1,16-32℃,55-77%,true
PL0552,P0552,湖北武汉农业园,湖北省武汉市,2025-05-28,2025-10-14,5.9,17-35℃,61-75%,true
PL0553,P0553,山东寿光绿色农场,山东省寿光市,2025-05-17,2025-08-18,5.8,17-27℃,64-87%,true
PL0554,P0554,河南周口种植基地,河南省周口市,2025-05-16,2025-08-07,6.8,13-29℃,60-86%,true
PL0555,P0555,辽宁丹东草莓园,辽宁省丹东市,2025-02-13,2025-04-13,7.3,13-35℃,60-85%,true
PL0556,P0556,黑龙江五常米业,黑龙江省五常市,2025-03-20,2025-08-20,7.4,18-25℃,62-86%,true
PL0557,P0557,河北廊坊蔬菜基地,河北省廊坊市,2025-01-11,2025-06-25,5.6,16-26℃,59-83%,true
PL0558,P0558,江西赣南脐橙园,江西省赣州市,2025-04-23,2025-09-04,7.4,13-35℃,51-86%,true
PL0559,P0559,浙江杭州茶园,浙江省杭州市,2025-03-02,2025-07-17,5.5,14-26℃,55-75%,true
PL0560,P0560,四川成都蔬菜基地,四川省成都市,2025-04-06,2025-07-06,5.8,14-34℃,61-77%,true
PL0561,P0561,四川成都蔬菜基地,四川省成都市,2025-01-03,2025-03-04,6.1,15-25℃,60-70%,true
PL0562,P0562,山东潍坊蔬菜园,山东省潍坊市,2025-02-18,2025-07-09,7.5,15-31℃,51-90%,true
PL0563,P0563,江西赣南脐橙园,江西省赣州市,2025-06-03,2025-11-14,6.6,15-27℃,57-84%,true
PL0564,P0564,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-02-04,2025-05-24,6.9,13-29℃,51-86%,true
PL0565,P0565,山东潍坊蔬菜园,山东省潍坊市,2025-01-22,2025-04-15,5.7,15-31℃,54-80%,true
PL0566,P0566,浙江杭州茶园,浙江省杭州市,2025-01-02,2025-06-21,6.3,17-32℃,60-81%,true
PL0567,P0567,浙江杭州茶园,浙江省杭州市,2025-04-14,2025-09-21,7.0,13-26℃,59-70%,true
PL0568,P0568,浙江杭州茶园,浙江省杭州市,2025-06-13,2025-10-24,6.6,18-27℃,50-89%,true
PL0569,P0569,湖北武汉农业园,湖北省武汉市,2025-03-24,2025-07-07,6.1,20-25℃,59-85%,true
PL0570,P0570,广西百色芒果园,广西百色市,2025-05-09,2025-09-06,5.7,12-28℃,58-82%,true
PL0571,P0571,内蒙古土豆农场,内蒙古乌兰察布,2025-04-08,2025-09-01,5.8,18-34℃,59-83%,true
PL0572,P0572,山东潍坊蔬菜园,山东省潍坊市,2025-03-27,2025-07-14,7.0,16-34℃,52-72%,true
PL0573,P0573,陕西洛川苹果基地,陕西省洛川县,2025-03-10,2025-05-27,6.7,19-26℃,62-79%,true
PL0574,P0574,河北廊坊蔬菜基地,河北省廊坊市,2025-02-18,2025-05-04,6.3,12-33℃,56-84%,true
PL0575,P0575,山东潍坊蔬菜园,山东省潍坊市,2025-05-05,2025-09-09,6.8,10-34℃,55-88%,true
PL0576,P0576,陕西洛川苹果基地,陕西省洛川县,2025-05-26,2025-10-08,5.6,18-33℃,59-75%,true
PL0577,P0577,内蒙古土豆农场,内蒙古乌兰察布,2025-01-11,2025-06-09,5.9,10-25℃,53-83%,true
PL0578,P0578,四川成都蔬菜基地,四川省成都市,2025-05-26,2025-10-28,6.3,14-33℃,65-88%,true
PL0579,P0579,内蒙古土豆农场,内蒙古乌兰察布,2025-06-14,2025-09-27,6.4,15-34℃,62-90%,true
PL0580,P0580,黑龙江五常米业,黑龙江省五常市,2025-05-25,2025-10-28,5.8,19-31℃,63-81%,true
PL0581,P0581,广西百色芒果园,广西百色市,2025-06-28,2025-09-04,6.7,12-27℃,65-71%,true
PL0582,P0582,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-01-02,2025-05-06,6.9,10-33℃,55-77%,true
PL0583,P0583,辽宁丹东草莓园,辽宁省丹东市,2025-03-24,2025-06-06,7.4,12-32℃,61-89%,true
PL0584,P0584,湖北武汉农业园,湖北省武汉市,2025-01-03,2025-06-06,6.6,14-35℃,52-88%,true
PL0585,P0585,河南周口种植基地,河南省周口市,2025-04-24,2025-07-19,6.5,14-28℃,53-77%,true
PL0586,P0586,四川成都蔬菜基地,四川省成都市,2025-05-03,2025-08-21,7.4,14-34℃,53-78%,true
PL0587,P0587,云南昆明花卉基地,云南省昆明市,2025-03-09,2025-08-05,6.0,12-29℃,56-77%,true
PL0588,P0588,山东潍坊蔬菜园,山东省潍坊市,2025-05-09,2025-09-10,6.0,10-30℃,54-86%,true
PL0589,P0589,山东寿光绿色农场,山东省寿光市,2025-05-19,2025-07-02,5.7,20-25℃,60-89%,true
PL0590,P0590,广西百色芒果园,广西百色市,2025-05-07,2025-07-11,7.4,10-26℃,59-78%,true
PL0591,P0591,山东寿光绿色农场,山东省寿光市,2025-02-13,2025-07-04,6.1,17-26℃,51-86%,false
PL0592,P0592,陕西洛川苹果基地,陕西省洛川县,2025-04-21,2025-09-04,5.7,11-27℃,58-73%,true
PL0593,P0593,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-04-19,2025-09-06,6.1,17-30℃,56-74%,true
PL0594,P0594,江西赣南脐橙园,江西省赣州市,2025-03-27,2025-06-14,6.6,14-30℃,56-76%,true
PL0595,P0595,湖北武汉农业园,湖北省武汉市,2025-05-05,2025-09-22,6.1,19-28℃,58-70%,true
PL0596,P0596,陕西洛川苹果基地,陕西省洛川县,2025-06-08,2025-08-23,6.1,20-26℃,64-81%,true
PL0597,P0597,陕西洛川苹果基地,陕西省洛川县,2025-04-19,2025-06-17,5.6,16-32℃,53-84%,true
PL0598,P0598,山东潍坊蔬菜园,山东省潍坊市,2025-04-08,2025-08-23,7.4,16-32℃,57-89%,true
PL0599,P0599,陕西洛川苹果基地,陕西省洛川县,2025-04-15,2025-09-19,6.6,10-30℃,55-81%,true
PL0600,P0600,河南周口种植基地,河南省周口市,2025-04-07,2025-09-07,7.5,15-30℃,53-72%,true
PL0601,P0601,山东寿光绿色农场,山东省寿光市,2025-05-05,2025-09-19,5.9,18-27℃,60-70%,true
PL0602,P0602,山东潍坊蔬菜园,山东省潍坊市,2025-06-25,2025-08-07,6.6,18-27℃,51-74%,true
PL0603,P0603,黑龙江五常米业,黑龙江省五常市,2025-05-19,2025-09-25,7.4,19-30℃,56-77%,true
PL0604,P0604,黑龙江五常米业,黑龙江省五常市,2025-06-02,2025-11-01,6.8,14-30℃,56-90%,true
PL0605,P0605,四川成都蔬菜基地,四川省成都市,2025-03-03,2025-08-05,6.9,13-27℃,58-70%,true
PL0606,P0606,河南周口种植基地,河南省周口市,2025-03-13,2025-07-27,6.8,14-27℃,52-85%,true
PL0607,P0607,浙江杭州茶园,浙江省杭州市,2025-06-26,2025-11-14,7.1,19-27℃,63-80%,true
PL0608,P0608,四川成都蔬菜基地,四川省成都市,2025-06-12,2025-10-01,6.9,15-27℃,54-77%,true
PL0609,P0609,山东寿光绿色农场,山东省寿光市,2025-02-16,2025-05-09,6.7,13-26℃,59-90%,true
PL0610,P0610,山东寿光绿色农场,山东省寿光市,2025-03-12,2025-07-07,5.5,19-29℃,64-76%,true
PL0611,P0611,浙江杭州茶园,浙江省杭州市,2025-02-28,2025-06-10,6.7,10-31℃,62-81%,true
PL0612,P0612,陕西洛川苹果基地,陕西省洛川县,2025-02-27,2025-05-26,6.0,13-27℃,51-86%,true
PL0613,P0613,广西百色芒果园,广西百色市,2025-02-19,2025-07-12,6.4,19-27℃,52-85%,true
PL0614,P0614,湖北武汉农业园,湖北省武汉市,2025-05-05,2025-10-01,6.8,18-26℃,61-72%,true
PL0615,P0615,黑龙江五常米业,黑龙江省五常市,2025-03-14,2025-07-16,5.8,14-32℃,59-88%,true
PL0616,P0616,山东潍坊蔬菜园,山东省潍坊市,2025-01-18,2025-04-25,7.4,11-34℃,56-83%,true
PL0617,P0617,黑龙江五常米业,黑龙江省五常市,2025-03-17,2025-07-07,6.2,17-27℃,54-88%,true
PL0618,P0618,内蒙古土豆农场,内蒙古乌兰察布,2025-03-21,2025-08-17,5.5,13-33℃,64-88%,true
PL0619,P0619,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-02-24,2025-06-21,6.8,16-30℃,61-84%,true
PL0620,P0620,河北廊坊蔬菜基地,河北省廊坊市,2025-03-17,2025-05-16,7.1,20-35℃,55-76%,true
PL0621,P0621,辽宁丹东草莓园,辽宁省丹东市,2025-03-21,2025-06-26,6.9,17-27℃,50-79%,true
PL0622,P0622,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-02-11,2025-06-02,6.1,19-33℃,54-70%,true
PL0623,P0623,内蒙古土豆农场,内蒙古乌兰察布,2025-06-10,2025-11-22,5.6,16-34℃,53-83%,true
PL0624,P0624,黑龙江五常米业,黑龙江省五常市,2025-03-04,2025-06-03,5.9,11-31℃,55-88%,true
PL0625,P0625,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-05-15,2025-08-06,7.3,17-34℃,61-72%,true
PL0626,P0626,江西赣南脐橙园,江西省赣州市,2025-01-10,2025-04-28,7.5,18-30℃,61-84%,true
PL0627,P0627,辽宁丹东草莓园,辽宁省丹东市,2025-01-17,2025-03-25,5.6,14-31℃,52-82%,true
PL0628,P0628,江西赣南脐橙园,江西省赣州市,2025-02-05,2025-04-25,6.2,13-27℃,60-90%,true
PL0629,P0629,山东潍坊蔬菜园,山东省潍坊市,2025-02-24,2025-04-25,6.0,12-31℃,56-74%,true
PL0630,P0630,陕西洛川苹果基地,陕西省洛川县,2025-01-13,2025-06-24,5.9,15-30℃,60-86%,true
PL0631,P0631,河北廊坊蔬菜基地,河北省廊坊市,2025-03-14,2025-06-25,7.3,13-25℃,56-89%,true
PL0632,P0632,四川成都蔬菜基地,四川省成都市,2025-02-15,2025-05-01,6.8,13-35℃,59-70%,true
PL0633,P0633,四川成都蔬菜基地,四川省成都市,2025-01-02,2025-03-03,5.9,13-27℃,65-72%,true
PL0634,P0634,辽宁丹东草莓园,辽宁省丹东市,2025-05-23,2025-10-25,6.2,12-33℃,50-82%,true
PL0635,P0635,云南昆明花卉基地,云南省昆明市,2025-06-20,2025-08-22,6.1,11-29℃,64-70%,false
PL0636,P0636,黑龙江五常米业,黑龙江省五常市,2025-05-12,2025-08-27,7.4,20-27℃,51-79%,true
PL0637,P0637,四川成都蔬菜基地,四川省成都市,2025-01-19,2025-03-17,5.6,18-33℃,53-77%,true
PL0638,P0638,河南周口种植基地,河南省周口市,2025-02-08,2025-05-13,6.1,13-35℃,59-79%,true
PL0639,P0639,湖北武汉农业园,湖北省武汉市,2025-02-03,2025-07-27,6.6,15-27℃,63-77%,true
PL0640,P0640,河北廊坊蔬菜基地,河北省廊坊市,2025-04-04,2025-06-23,7.4,13-31℃,51-80%,true
PL0641,P0641,陕西洛川苹果基地,陕西省洛川县,2025-05-14,2025-10-16,5.6,18-33℃,54-85%,true
PL0642,P0642,陕西洛川苹果基地,陕西省洛川县,2025-05-09,2025-08-15,6.0,16-34℃,63-75%,true
PL0643,P0643,河北廊坊蔬菜基地,河北省廊坊市,2025-05-13,2025-10-05,6.3,18-31℃,64-88%,true
PL0644,P0644,陕西洛川苹果基地,陕西省洛川县,2025-05-11,2025-10-12,7.4,19-26℃,63-90%,true
PL0645,P0645,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-03-13,2025-08-03,7.3,10-31℃,55-87%,true
PL0646,P0646,浙江杭州茶园,浙江省杭州市,2025-01-19,2025-03-10,6.5,11-30℃,60-73%,true
PL0647,P0647,四川成都蔬菜基地,四川省成都市,2025-06-08,2025-09-19,6.7,15-28℃,57-82%,true
PL0648,P0648,辽宁丹东草莓园,辽宁省丹东市,2025-01-09,2025-05-04,6.3,11-31℃,52-74%,true
PL0649,P0649,内蒙古土豆农场,内蒙古乌兰察布,2025-05-22,2025-10-06,5.7,14-34℃,61-74%,true
PL0650,P0650,山东潍坊蔬菜园,山东省潍坊市,2025-03-09,2025-05-06,6.8,10-29℃,59-87%,true
PL0651,P0651,内蒙古土豆农场,内蒙古乌兰察布,2025-04-14,2025-06-10,6.9,11-27℃,60-72%,true
PL0652,P0652,河南周口种植基地,河南省周口市,2025-01-18,2025-05-17,7.2,10-28℃,60-90%,true
PL0653,P0653,陕西洛川苹果基地,陕西省洛川县,2025-01-10,2025-06-10,7.1,11-30℃,58-89%,true
PL0654,P0654,内蒙古土豆农场,内蒙古乌兰察布,2025-02-12,2025-07-05,6.5,16-27℃,58-83%,true
PL0655,P0655,云南昆明花卉基地,云南省昆明市,2025-03-02,2025-05-26,5.6,19-35℃,63-75%,true
PL0656,P0656,河南周口种植基地,河南省周口市,2025-06-27,2025-11-02,5.6,14-29℃,53-72%,false
PL0657,P0657,辽宁丹东草莓园,辽宁省丹东市,2025-05-28,2025-09-08,7.5,20-34℃,58-76%,true
PL0658,P0658,山东寿光绿色农场,山东省寿光市,2025-04-10,2025-09-17,7.0,15-30℃,64-88%,true
PL0659,P0659,广西百色芒果园,广西百色市,2025-02-13,2025-06-25,6.3,14-28℃,63-75%,true
PL0660,P0660,云南昆明花卉基地,云南省昆明市,2025-06-25,2025-10-22,7.3,16-27℃,62-80%,true
PL0661,P0661,浙江杭州茶园,浙江省杭州市,2025-03-18,2025-06-27,6.0,17-31℃,58-88%,true
PL0662,P0662,内蒙古土豆农场,内蒙古乌兰察布,2025-05-18,2025-10-18,7.5,12-33℃,63-73%,true
PL0663,P0663,湖北武汉农业园,湖北省武汉市,2025-01-06,2025-05-09,6.8,20-35℃,56-78%,true
PL0664,P0664,黑龙江五常米业,黑龙江省五常市,2025-04-03,2025-09-27,6.4,16-29℃,52-77%,false
PL0665,P0665,河南周口种植基地,河南省周口市,2025-02-22,2025-06-01,5.9,18-26℃,50-74%,true
PL0666,P0666,黑龙江五常米业,黑龙江省五常市,2025-05-25,2025-09-25,5.5,15-30℃,52-89%,true
PL0667,P0667,辽宁丹东草莓园,辽宁省丹东市,2025-04-01,2025-06-06,5.8,20-27℃,60-80%,true
PL0668,P0668,山东潍坊蔬菜园,山东省潍坊市,2025-05-14,2025-07-09,6.9,18-33℃,58-79%,true
PL0669,P0669,辽宁丹东草莓园,辽宁省丹东市,2025-05-23,2025-08-04,5.8,19-30℃,61-72%,true
PL0670,P0670,陕西洛川苹果基地,陕西省洛川县,2025-04-18,2025-07-06,5.9,16-33℃,52-77%,true
PL0671,P0671,山东潍坊蔬菜园,山东省潍坊市,2025-05-21,2025-10-01,6.3,15-33℃,61-90%,true
PL0672,P0672,四川成都蔬菜基地,四川省成都市,2025-03-02,2025-08-28,6.7,14-26℃,61-87%,true
PL0673,P0673,山东潍坊蔬菜园,山东省潍坊市,2025-02-17,2025-05-13,6.0,10-25℃,64-85%,true
PL0674,P0674,山东寿光绿色农场,山东省寿光市,2025-05-16,2025-08-03,6.0,14-28℃,65-77%,true
PL0675,P0675,云南昆明花卉基地,云南省昆明市,2025-01-03,2025-04-03,6.9,11-26℃,61-87%,true
PL0676,P0676,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-06-21,2025-11-02,6.3,14-27℃,55-71%,true
PL0677,P0677,河南周口种植基地,河南省周口市,2025-06-13,2025-09-27,6.4,17-33℃,60-77%,true
PL0678,P0678,广西百色芒果园,广西百色市,2025-05-22,2025-07-16,5.8,18-32℃,53-79%,true
PL0679,P0679,河南周口种植基地,河南省周口市,2025-02-16,2025-07-12,6.0,15-30℃,51-79%,true
PL0680,P0680,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-01-23,2025-06-11,6.4,12-26℃,56-81%,true
PL0681,P0681,辽宁丹东草莓园,辽宁省丹东市,2025-02-24,2025-07-19,6.5,17-30℃,57-84%,true
PL0682,P0682,云南昆明花卉基地,云南省昆明市,2025-02-02,2025-06-07,6.3,10-35℃,63-74%,true
PL0683,P0683,湖北武汉农业园,湖北省武汉市,2025-03-07,2025-08-02,7.4,14-31℃,61-86%,true
PL0684,P0684,云南昆明花卉基地,云南省昆明市,2025-06-16,2025-11-19,6.8,10-31℃,59-90%,true
PL0685,P0685,陕西洛川苹果基地,陕西省洛川县,2025-02-27,2025-04-09,6.6,12-35℃,65-77%,true
PL0686,P0686,新疆吐鲁番葡萄园,新疆吐鲁番市,2025-02-24,2025-05-17,5.9,15-34℃,63-82%,true
PL0687,P0687,辽宁丹东草莓园,辽宁省丹东市,2025-03-13,2025-05-14,7.2,15-31℃,60-80%,true
PL0688,P0688,河北廊坊蔬菜基地,河北省廊坊市,2025-01-28,2025-03-05,7.1,14-25℃,51-82%,true
PL0689,P0689,云南昆明花卉基地,云南省昆明市,2025-04-06,2025-07-17,6.1,13-25℃,62-90%,true
PL0690,P0690,辽宁丹东草莓园,辽宁省丹东市,2025-02-05,2025-04-18,7.0,11-31℃,58-74%,true
PL0691,P0691,云南昆明花卉基地,云南省昆明市,2025-01-14,2025-05-24,6.9,17-28℃,64-81%,true
PL0692,P0692,山东潍坊蔬菜园,山东省潍坊市,2025-03-10,2025-05-05,6.1,13-31℃,52-86%,true
PL0693,P0693,辽宁丹东草莓园,辽宁省丹东市,2025-03-27,2025-08-01,6.5,20-27℃,57-90%,true
PL0694,P0694,河北廊坊蔬菜基地,河北省廊坊市,2025-01-18,2025-06-14,6.4,13-27℃,61-88%,true
